freq,B,C,D-1,D-2
2988.16,91.2467,94.2002,89.9527,90.4342
2989.124,91.3421,94.1912,89.942,90.423
2990.088,91.3994,94.182,89.9309,90.4106
2991.052,91.4291,94.1728,89.9196,90.3976
2992.017,91.4398,94.164,89.9084,90.3846
2992.981,91.4375,94.156,89.8974,90.3722
2993.945,91.4258,94.1494,89.8869,90.3607
2994.909,91.4073,94.1445,89.8773,90.3508
2995.874,91.3837,94.1411,89.8688,90.3425
2996.838,91.3567,94.139,89.8618,90.3361
2997.802,91.3274,94.1378,89.8562,90.3311
2998.766,91.2971,94.1369,89.8519,90.3273
2999.73,91.2667,94.1359,89.8484,90.3241
3000.695,91.2373,94.1346,89.8455,90.3213
3001.659,91.2107,94.1328,89.8429,90.3186
3002.623,91.1894,94.1307,89.8405,90.3159
3003.587,91.1762,94.1281,89.8383,90.3134
3004.552,91.1736,94.125,89.8362,90.3108
3005.516,91.1824,94.1213,89.8343,90.3082
3006.48,91.2019,94.1171,89.8328,90.3056
3007.444,91.229,94.1125,89.8318,90.303
3008.409,91.2598,94.1075,89.8317,90.301
3009.373,91.2899,94.1024,89.8333,90.3002
3010.337,91.3158,94.0971,89.8373,90.3019
3011.301,91.3353,94.0913,89.8442,90.3068
3012.266,91.3481,94.0851,89.8543,90.3156
3013.23,91.3548,94.078,89.8674,90.3284
3014.194,91.3563,94.0699,89.8828,90.3443
3015.158,91.3538,94.0608,89.8995,90.3624
3016.123,91.348,94.0506,89.9165,90.3813
3017.087,91.3396,94.0391,89.933,90.3999
3018.051,91.3291,94.0262,89.9487,90.4176
3019.015,91.3173,94.0119,89.9638,90.434
3019.979,91.305,93.9963,89.9787,90.4497
3020.944,91.2929,93.9798,89.9937,90.4648
3021.908,91.2815,93.9634,90.0092,90.48
3022.872,91.2705,93.9482,90.0254,90.4954
3023.836,91.2599,93.9356,90.042,90.5111
3024.801,91.2492,93.9267,90.059,90.527
3025.765,91.2382,93.9219,90.0761,90.5427
3026.729,91.2273,93.9211,90.0932,90.5581
3027.693,91.2167,93.9235,90.1106,90.5732
3028.657,91.2069,93.9277,90.1283,90.5884
3029.622,91.1977,93.9323,90.1468,90.6042
3030.586,91.1891,93.9362,90.1665,90.6215
3031.55,91.1804,93.9384,90.1877,90.641
3032.514,91.1714,93.9386,90.2108,90.6634
3033.479,91.1618,93.9367,90.2359,90.6889
3034.443,91.1519,93.933,90.2627,90.7171
3035.407,91.1421,93.9277,90.2909,90.7472
3036.371,91.1328,93.921,90.32,90.7784
3037.336,91.1239,93.9133,90.3492,90.8097
3038.3,91.1151,93.9047,90.378,90.84
3039.264,91.1059,93.8954,90.4059,90.8689
3040.228,91.096,93.8856,90.4323,90.8958
3041.193,91.0853,93.8754,90.4569,90.9204
3042.157,91.0737,93.8649,90.4792,90.942
3043.121,91.0619,93.8543,90.4988,90.9602
3044.085,91.0499,93.8436,90.515,90.9745
3045.05,91.0377,93.8327,90.5276,90.9845
3046.014,91.025,93.8218,90.536,90.9899
3046.978,91.0111,93.8104,90.5403,90.9908
3047.942,90.9953,93.798,90.5405,90.9874
3048.906,90.9769,93.7838,90.5366,90.9799
3049.871,90.9553,93.7665,90.5287,90.9683
3050.835,90.93,93.7447,90.5166,90.9522
3051.799,90.9006,93.717,90.5001,90.9309
3052.763,90.8668,93.6826,90.4788,90.9038
3053.728,90.8289,93.6411,90.4527,90.8704
3054.692,90.7885,93.5932,90.4223,90.8309
3055.656,90.7485,93.5405,90.3886,90.786
3056.62,90.713,93.4856,90.353,90.7369
3057.584,90.6867,93.4315,90.3168,90.6854
3058.549,90.6739,93.3819,90.2816,90.6329
3059.513,90.6771,93.3404,90.2479,90.5806
3060.477,90.6962,93.3102,90.2161,90.529
3061.441,90.7284,93.2937,90.1853,90.4774
3062.406,90.7688,93.2919,90.1543,90.4246
3063.37,90.8118,93.3048,90.1215,90.3687
3064.334,90.8518,93.3305,90.0858,90.308
3065.298,90.8851,93.3662,90.0466,90.2417
3066.263,90.9098,93.4083,90.005,90.1711
3067.227,90.9262,93.453,89.9642,90.1007
3068.191,90.9355,93.4971,89.9291,90.0378
3069.155,90.9399,93.5382,89.9059,89.9924
3070.12,90.941,93.5747,89.9015,89.9753
3071.084,90.9402,93.6056,89.9215,89.9959
3072.048,90.9384,93.6302,89.969,90.0595
3073.012,90.9359,93.6479,90.0435,90.1661
3073.977,90.9332,93.6581,90.1406,90.3091
3074.941,90.9303,93.6602,90.2528,90.4769
3075.905,90.9273,93.6539,90.3707,90.6546
3076.869,90.9241,93.6393,90.485,90.8274
3077.833,90.9204,93.6172,90.5883,90.9835
3078.798,90.9159,93.5883,90.6762,91.1156
3079.762,90.9107,93.5538,90.7476,91.2214
3080.726,90.905,93.5146,90.8038,91.3031
3081.69,90.899,93.4715,90.8476,91.3648
3082.655,90.8934,93.4251,90.882,91.4117
3083.619,90.8885,93.3762,90.9094,91.4476
3084.583,90.8843,93.3266,90.9313,91.4754
3085.547,90.8807,93.2787,90.9486,91.4966
3086.511,90.8775,93.2363,90.962,91.5126
3087.476,90.8744,93.2034,90.9723,91.5244
3088.44,90.8714,93.1842,90.9808,91.5336
3089.404,90.8684,93.182,90.9888,91.5419
3090.368,90.8656,93.1983,90.9978,91.5506
3091.333,90.863,93.2324,91.0086,91.5608
3092.297,90.8604,93.2815,91.0219,91.5728
3093.261,90.8575,93.3411,91.0376,91.5868
3094.225,90.8539,93.4057,91.0557,91.6027
3095.19,90.8496,93.4699,91.0759,91.6203
3096.154,90.8446,93.529,91.0979,91.6398
3097.118,90.8394,93.5803,91.1214,91.6612
3098.082,90.8342,93.6225,91.1457,91.684
3099.047,90.8294,93.6559,91.1701,91.7077
3100.011,90.8249,93.6818,91.194,91.7316
3100.975,90.8206,93.7016,91.2166,91.7547
3101.939,90.8161,93.7167,91.2376,91.7764
3102.904,90.8113,93.7279,91.257,91.7967
3103.868,90.8061,93.7356,91.2752,91.8156
3104.832,90.8008,93.74,91.2925,91.8336
3105.796,90.7956,93.741,91.3092,91.8507
3106.76,90.7907,93.739,91.3255,91.867
3107.725,90.7861,93.7347,91.3414,91.8823
3108.689,90.7814,93.7289,91.3567,91.8963
3109.653,90.7765,93.7226,91.3713,91.9089
3110.617,90.7712,93.7166,91.3853,91.9202
3111.582,90.7655,93.7117,91.3989,91.9307
3112.546,90.7596,93.7084,91.4121,91.9408
3113.51,90.7538,93.7069,91.4252,91.9509
3114.474,90.7483,93.7076,91.4381,91.9613
3115.438,90.743,93.7102,91.4508,91.9723
3116.403,90.7377,93.7147,91.4634,91.9839
3117.367,90.7323,93.7206,91.4761,91.9965
3118.331,90.7267,93.7271,91.4891,92.0104
3119.295,90.7209,93.7337,91.5027,92.0257
3120.26,90.7153,93.7396,91.5172,92.0424
3121.224,90.7101,93.7445,91.5322,92.0602
3122.188,90.7055,93.748,91.5475,92.0784
3123.152,90.7014,93.7503,91.5627,92.0964
3124.117,90.6975,93.7516,91.5773,92.1137
3125.081,90.6937,93.752,91.5913,92.13
3126.045,90.6897,93.7517,91.6048,92.1455
3127.009,90.6856,93.7506,91.6179,92.1604
3127.974,90.6816,93.7488,91.6309,92.1749
3128.938,90.678,93.7464,91.6438,92.1891
3129.902,90.6749,93.7435,91.6563,92.2027
3130.866,90.6722,93.7405,91.6683,92.2155
3131.831,90.6698,93.7376,91.6795,92.2273
3132.795,90.6673,93.735,91.69,92.2383
3133.759,90.6645,93.7326,91.7001,92.2489
3134.723,90.6614,93.7305,91.7102,92.2596
3135.688,90.6579,93.7283,91.7204,92.2708
3136.652,90.6543,93.726,91.7306,92.2824
3137.616,90.6507,93.7234,91.7407,92.2941
3138.58,90.647,93.7207,91.7502,92.3054
3139.544,90.6431,93.7181,91.7588,92.3159
3140.509,90.6389,93.7156,91.7665,92.3254
3141.473,90.6343,93.7135,91.7734,92.3341
3142.437,90.6294,93.7114,91.7799,92.3424
3143.401,90.6244,93.7092,91.7865,92.3505
3144.365,90.6195,93.7067,91.7931,92.3583
3145.33,90.6148,93.7038,91.7997,92.3657
3146.294,90.6103,93.7006,91.806,92.3721
3147.258,90.6059,93.6971,91.8118,92.3775
3148.222,90.6015,93.6936,91.8172,92.3822
3149.187,90.5969,93.6901,91.8226,92.3867
3150.151,90.5922,93.6867,91.8285,92.3921
3151.115,90.5875,93.6833,91.8353,92.3989
3152.079,90.583,93.6799,91.843,92.4073
3153.044,90.5786,93.6767,91.8515,92.4168
3154.008,90.5742,93.6737,91.86,92.4266
3154.972,90.5695,93.6711,91.868,92.4358
3155.936,90.5643,93.669,91.8751,92.4437
3156.901,90.5586,93.6672,91.8812,92.4502
3157.865,90.5524,93.6656,91.8863,92.4554
3158.829,90.546,93.6638,91.891,92.46
3159.793,90.5397,93.6617,91.8955,92.4641
3160.758,90.5339,93.6591,91.8996,92.4678
3161.722,90.5286,93.6561,91.9033,92.4711
3162.686,90.5238,93.6528,91.9066,92.4737
3163.65,90.5194,93.6493,91.9093,92.4759
3164.615,90.5154,93.6456,91.9118,92.478
3165.579,90.5119,93.6415,91.9147,92.4806
3166.543,90.509,93.6372,91.9183,92.4844
3167.507,90.5065,93.6324,91.9227,92.4896
3168.471,90.5046,93.6272,91.9278,92.4958
3169.436,90.5028,93.622,91.9328,92.5023
3170.4,90.5008,93.6171,91.9373,92.5083
3171.364,90.4984,93.6127,91.9407,92.513
3172.328,90.4955,93.6089,91.943,92.5161
3173.292,90.4922,93.6058,91.9444,92.5178
3174.257,90.4887,93.6032,91.9453,92.5187
3175.221,90.4851,93.601,91.9462,92.5191
3176.185,90.4818,93.599,91.9474,92.5197
3177.149,90.4785,93.5972,91.9491,92.5208
3178.114,90.4752,93.5956,91.951,92.5223
3179.078,90.4715,93.5941,91.9533,92.5244
3180.042,90.4674,93.5927,91.9558,92.5272
3181.006,90.463,93.591,91.9586,92.5305
3181.971,90.4584,93.5889,91.9619,92.5346
3182.935,90.454,93.5861,91.9656,92.5392
3183.899,90.4497,93.5828,91.9696,92.5441
3184.863,90.4455,93.5791,91.9738,92.5491
3185.828,90.4413,93.5752,91.9781,92.5539
3186.792,90.4369,93.5716,91.9821,92.5586
3187.756,90.4322,93.5684,91.9861,92.5632
3188.72,90.4273,93.5657,91.9898,92.5678
3189.685,90.4225,93.5633,91.9933,92.5722
3190.649,90.4178,93.561,91.9964,92.576
3191.613,90.4134,93.5589,91.9986,92.5787
3192.577,90.4093,93.5567,91.9998,92.5798
3193.542,90.4053,93.5544,91.9999,92.5793
3194.506,90.4013,93.5521,91.9991,92.5776
3195.47,90.3971,93.5496,91.9981,92.5756
3196.434,90.3928,93.5468,91.9976,92.5744
3197.398,90.3884,93.5436,91.9982,92.5747
3198.363,90.3841,93.54,91.9998,92.5769
3199.327,90.3799,93.5362,92.0025,92.5806
3200.291,90.3757,93.5323,92.0053,92.5849
3201.255,90.3714,93.5287,92.0079,92.5889
3202.219,90.3669,93.5255,92.01,92.5921
3203.184,90.3622,93.5227,92.0115,92.5943
3204.148,90.3574,93.5202,92.0128,92.5959
3205.112,90.3527,93.5176,92.0144,92.5973
3206.076,90.3482,93.515,92.0164,92.5988
3207.041,90.344,93.512,92.0191,92.6005
3208.005,90.34,93.5089,92.0219,92.6023
3208.969,90.3361,93.5058,92.0248,92.6039
3209.933,90.332,93.5027,92.0274,92.6052
3210.898,90.3276,93.4997,92.0298,92.6063
3211.862,90.3229,93.4966,92.0322,92.6076
3212.826,90.3182,93.4933,92.0347,92.6094
3213.79,90.3136,93.4895,92.0374,92.6117
3214.755,90.309,93.4852,92.0402,92.6143
3215.719,90.3045,93.4806,92.0428,92.6169
3216.683,90.2998,93.4757,92.045,92.6193
3217.647,90.2948,93.4709,92.0469,92.6213
3218.612,90.2894,93.4663,92.0487,92.6233
3219.576,90.2837,93.462,92.0507,92.6258
3220.54,90.2779,93.4579,92.0531,92.6288
3221.504,90.2722,93.4541,92.0558,92.6323
3222.469,90.2668,93.4506,92.0584,92.6357
3223.433,90.2616,93.4475,92.0601,92.638
3224.397,90.2564,93.4449,92.0606,92.6386
3225.361,90.2512,93.4429,92.0597,92.6372
3226.325,90.2458,93.4414,92.0577,92.6343
3227.29,90.2404,93.4401,92.0553,92.6305
3228.254,90.235,93.4388,92.0531,92.627
3229.218,90.2297,93.4372,92.0517,92.6246
3230.182,90.2248,93.4351,92.0513,92.6235
3231.146,90.22,93.4328,92.0514,92.6238
3232.111,90.2153,93.4303,92.052,92.6249
3233.075,90.2106,93.4278,92.0528,92.6267
3234.039,90.2057,93.4254,92.0536,92.629
3235.003,90.2009,93.4231,92.0547,92.6317
3235.968,90.1962,93.4206,92.056,92.6346
3236.932,90.1918,93.4177,92.0575,92.6374
3237.896,90.1876,93.4145,92.0586,92.6393
3238.86,90.1836,93.4109,92.059,92.6397
3239.825,90.1795,93.407,92.0582,92.6383
3240.789,90.1754,93.4031,92.0565,92.6353
3241.753,90.1712,93.3992,92.0545,92.6317
3242.717,90.1669,93.3953,92.0531,92.6288
3243.682,90.1628,93.3914,92.0531,92.6281
3244.646,90.159,93.3875,92.0549,92.63
3245.61,90.1556,93.3837,92.0583,92.6345
3246.574,90.1523,93.38,92.0623,92.6403
3247.539,90.149,93.3765,92.0659,92.6459
3248.503,90.1456,93.3733,92.0681,92.65
3249.467,90.1419,93.3701,92.0688,92.6517
3250.431,90.1382,93.3669,92.0681,92.6512
3251.396,90.1345,93.3634,92.0668,92.6491
3252.36,90.1311,93.3595,92.0657,92.6466
3253.324,90.128,93.3553,92.0652,92.6445
3254.288,90.1249,93.3508,92.0654,92.6435
3255.252,90.1218,93.3464,92.0664,92.6437
3256.217,90.1184,93.3422,92.0675,92.645
3257.181,90.1146,93.3382,92.0687,92.6469
3258.145,90.1105,93.334,92.0698,92.6493
3259.109,90.1063,93.3296,92.0708,92.6517
3260.073,90.1022,93.3246,92.0717,92.6539
3261.038,90.0982,93.3189,92.0723,92.6554
3262.002,90.0943,93.3127,92.0722,92.6557
3262.966,90.0902,93.306,92.0711,92.6547
3263.93,90.0857,93.2989,92.0689,92.6521
3264.895,90.0809,93.2915,92.0656,92.6481
3265.859,90.0757,93.2833,92.0613,92.643
3266.823,90.0705,93.2742,92.0564,92.6373
3267.787,90.0653,93.2636,92.0512,92.6313
3268.752,90.0603,93.2511,92.0457,92.6249
3269.716,90.0556,93.2365,92.0399,92.6182
3270.68,90.0509,93.2192,92.034,92.6113
3271.644,90.0463,93.1989,92.028,92.6045
3272.609,90.0416,93.175,92.0225,92.5985
3273.573,90.037,93.1473,92.018,92.594
3274.537,90.0326,93.1161,92.015,92.5915
3275.501,90.0286,93.0822,92.0133,92.5909
3276.466,90.0251,93.0476,92.0126,92.5919
3277.43,90.0218,93.015,92.0121,92.5933
3278.394,90.0186,92.9878,92.0111,92.5943
3279.358,90.0153,92.9687,92.0091,92.5941
3280.323,90.0118,92.9599,92.0061,92.5927
3281.287,90.0081,92.9622,92.0023,92.5903
3282.251,90.0044,92.9749,91.998,92.5872
3283.215,90.0009,92.996,91.9935,92.5838
3284.179,89.9974,93.0225,91.9889,92.5797
3285.144,89.9941,93.0512,91.9837,92.5746
3286.108,89.9908,93.0794,91.9778,92.568
3287.072,89.9873,93.1048,91.9711,92.56
3288.036,89.9835,93.1261,91.9638,92.5512
3289,89.9796,93.1427,91.9567,92.5423
3289.965,89.9757,93.155,91.9505,92.5346
3290.929,89.9717,93.1637,91.9458,92.529
3291.893,89.9677,93.1697,91.9426,92.5257
3292.857,89.9637,93.174,91.9408,92.5245
3293.822,89.9593,93.1775,91.9396,92.5247
3294.786,89.9546,93.1806,91.9386,92.5253
3295.75,89.9495,93.1836,91.9375,92.5258
3296.714,89.9443,93.1862,91.9358,92.5256
3297.679,89.9392,93.1878,91.9338,92.5245
3298.643,89.9343,93.1883,91.9311,92.5222
3299.607,89.9297,93.1871,91.9275,92.5185
3300.571,89.9252,93.1844,91.9226,92.5131
3301.536,89.9207,93.1804,91.9162,92.5059
3302.5,89.9158,93.1757,91.9084,92.4971
3303.464,89.9106,93.1706,91.8998,92.4874
3304.428,89.905,93.1658,91.8913,92.4778
3305.393,89.8992,93.1616,91.8837,92.4695
3306.357,89.8934,93.1582,91.8777,92.4631
3307.321,89.8877,93.1555,91.8734,92.4589
3308.285,89.8819,93.1537,91.8705,92.4565
3309.25,89.8759,93.1526,91.8684,92.4554
3310.214,89.8695,93.1519,91.8666,92.455
3311.178,89.8627,93.1515,91.8649,92.4548
3312.142,89.8556,93.1511,91.8632,92.4548
3313.106,89.8483,93.1503,91.8617,92.4549
3314.071,89.8411,93.1491,91.8603,92.4552
3315.035,89.834,93.1473,91.859,92.4554
3315.999,89.8269,93.145,91.8571,92.4549
3316.963,89.8197,93.1425,91.8544,92.4532
3317.927,89.8122,93.1398,91.8505,92.4499
3318.892,89.8042,93.1371,91.8456,92.4452
3319.856,89.7958,93.1343,91.8401,92.4396
3320.82,89.7871,93.1313,91.8347,92.4337
3321.784,89.7782,93.128,91.83,92.4283
3322.749,89.7692,93.1244,91.8262,92.4238
3323.713,89.76,93.1208,91.8235,92.4206
3324.677,89.7506,93.1173,91.8215,92.4186
3325.641,89.7409,93.114,91.8201,92.4177
3326.606,89.7308,93.1112,91.8189,92.4175
3327.57,89.7206,93.1085,91.8178,92.4177
3328.534,89.7102,93.106,91.8165,92.4178
3329.498,89.6998,93.1032,91.8145,92.417
3330.463,89.6894,93.1,91.8115,92.4144
3331.427,89.679,93.0962,91.807,92.4095
3332.391,89.6684,93.0919,91.8009,92.4023
3333.355,89.6577,93.0872,91.7936,92.3933
3334.32,89.6468,93.0824,91.786,92.3838
3335.284,89.6362,93.0775,91.7791,92.3755
3336.248,89.6261,93.0726,91.7739,92.3695
3337.212,89.6168,93.0679,91.7709,92.3666
3338.177,89.6085,93.0633,91.7699,92.3665
3339.141,89.6011,93.0589,91.77,92.3683
3340.105,89.5945,93.0549,91.7703,92.3706
3341.069,89.5886,93.0513,91.7702,92.3724
3342.033,89.5832,93.0478,91.769,92.3731
3342.998,89.5785,93.0445,91.767,92.3723
3343.962,89.5746,93.0409,91.7644,92.3703
3344.926,89.5716,93.0369,91.7612,92.3673
3345.89,89.5695,93.0325,91.7575,92.3634
3346.854,89.5682,93.0279,91.7532,92.3585
3347.819,89.5675,93.0233,91.7481,92.3528
3348.783,89.5674,93.019,91.7422,92.3465
3349.747,89.5676,93.0152,91.7361,92.34
3350.711,89.5681,93.0118,91.7302,92.3339
3351.676,89.5692,93.0087,91.7249,92.3284
3352.64,89.5707,93.0056,91.7204,92.3236
3353.604,89.5728,93.0024,91.7162,92.3188
3354.568,89.5753,92.9989,91.7116,92.3134
3355.533,89.5779,92.9952,91.706,92.3067
3356.497,89.5804,92.9913,91.6991,92.2984
3357.461,89.5827,92.9874,91.691,92.2888
3358.425,89.5849,92.9835,91.6822,92.2785
3359.39,89.587,92.9797,91.6734,92.2681
3360.354,89.5892,92.9758,91.6649,92.2578
3361.318,89.5916,92.972,91.6565,92.2474
3362.282,89.5939,92.9682,91.6478,92.2367
3363.247,89.5962,92.9644,91.6388,92.2257
3364.211,89.5982,92.9608,91.6296,92.2148
3365.175,89.5999,92.9574,91.6208,92.2053
3366.139,89.6014,92.9541,91.6135,92.1986
3367.104,89.6028,92.9509,91.6088,92.1958
3368.068,89.6043,92.9478,91.6068,92.1969
3369.032,89.6059,92.9448,91.6073,92.2012
3369.996,89.6074,92.9419,91.6089,92.2067
3370.96,89.6087,92.9393,91.6102,92.2116
3371.925,89.6095,92.9371,91.61,92.2141
3372.889,89.6098,92.9351,91.6078,92.2137
3373.853,89.6095,92.9332,91.6037,92.2107
3374.817,89.6091,92.9313,91.5985,92.2058
3375.781,89.6085,92.9291,91.5926,92.2
3376.746,89.6079,92.9266,91.5863,92.1938
3377.71,89.6074,92.9237,91.5798,92.1871
3378.674,89.6067,92.9205,91.5727,92.1797
3379.638,89.6058,92.9172,91.5649,92.1714
3380.603,89.6048,92.9139,91.5566,92.1623
3381.567,89.6037,92.9105,91.5481,92.1528
3382.531,89.6026,92.907,91.5399,92.1436
3383.495,89.6016,92.9032,91.5321,92.1348
3384.46,89.6006,92.8992,91.5243,92.1261
3385.424,89.5995,92.8948,91.5158,92.1166
3386.388,89.598,92.8901,91.5057,92.1055
3387.352,89.5959,92.8853,91.4938,92.0925
3388.317,89.5932,92.8802,91.4805,92.0777
3389.281,89.5899,92.8749,91.4667,92.0623
3390.245,89.5863,92.8694,91.4538,92.0477
3391.209,89.5827,92.8635,91.4426,92.035
3392.174,89.579,92.8573,91.4337,92.0246
3393.138,89.5751,92.851,91.4265,92.0162
3394.102,89.5709,92.8445,91.4201,92.0091
3395.066,89.5661,92.8382,91.4137,92.0025
3396.031,89.5605,92.8321,91.407,91.9959
3396.995,89.554,92.8261,91.4001,91.9897
3397.959,89.5469,92.8205,91.3937,91.9845
3398.923,89.5391,92.8152,91.3884,91.981
3399.887,89.5308,92.8107,91.3845,91.9793
3400.852,89.522,92.807,91.3817,91.979
3401.816,89.5126,92.8047,91.3792,91.979
3402.78,89.5029,92.8038,91.3762,91.9785
3403.744,89.4932,92.8042,91.3722,91.9767
3404.708,89.4842,92.8056,91.3671,91.9733
3405.673,89.4767,92.8076,91.3612,91.9687
3406.637,89.4714,92.8096,91.355,91.9633
3407.601,89.4689,92.8111,91.3487,91.9576
3408.565,89.4693,92.812,91.3424,91.9517
3409.53,89.4721,92.8121,91.336,91.9457
3410.494,89.4768,92.8115,91.3295,91.9394
3411.458,89.4825,92.8103,91.3221,91.9322
3412.422,89.4883,92.8085,91.3133,91.9235
3413.387,89.4936,92.8062,91.3026,91.9128
3414.351,89.4978,92.8035,91.2892,91.8993
3415.315,89.5008,92.8003,91.2729,91.883
3416.279,89.5022,92.7968,91.2537,91.864
3417.244,89.5022,92.7933,91.2326,91.8432
3418.208,89.5009,92.7899,91.2116,91.8228
3419.172,89.4985,92.7868,91.1931,91.805
3420.136,89.4955,92.7841,91.1793,91.7921
3421.101,89.492,92.7816,91.1719,91.7856
3422.065,89.4884,92.7795,91.1708,91.7854
3423.029,89.4848,92.7776,91.1744,91.7897
3423.993,89.481,92.7758,91.1798,91.7958
3424.958,89.4771,92.7742,91.1842,91.8008
3425.922,89.473,92.7727,91.1854,91.8024
3426.886,89.4689,92.7711,91.1826,91.8
3427.85,89.4649,92.7693,91.1765,91.7941
3428.814,89.4615,92.7673,91.1688,91.7863
3429.779,89.4586,92.7649,91.1611,91.7785
3430.743,89.4563,92.7621,91.1549,91.772
3431.707,89.4545,92.7593,91.1502,91.767
3432.671,89.4528,92.7566,91.1463,91.7629
3433.635,89.4509,92.754,91.1423,91.7587
3434.6,89.4487,92.7518,91.1368,91.7533
3435.564,89.4461,92.7495,91.1292,91.746
3436.528,89.4434,92.7472,91.1192,91.7364
3437.492,89.4407,92.7446,91.1066,91.7245
3438.457,89.4379,92.7415,91.0911,91.7097
3439.421,89.4352,92.7381,91.0724,91.6917
3440.385,89.4325,92.7344,91.0503,91.6703
3441.349,89.4297,92.7305,91.0251,91.6458
3442.314,89.4268,92.7265,90.9984,91.6197
3443.278,89.4239,92.7223,90.9726,91.5945
3444.242,89.4212,92.7179,90.9511,91.5738
3445.206,89.4186,92.7133,90.937,91.5604
3446.171,89.4161,92.7085,90.9322,91.5565
3447.135,89.4135,92.704,90.9368,91.562
3448.099,89.4106,92.6999,90.9488,91.5747
3449.063,89.4073,92.6963,90.9646,91.5909
3450.028,89.4035,92.6935,90.9803,91.6068
3450.992,89.3995,92.6911,90.9928,91.6191
3451.956,89.3955,92.6889,91.0002,91.626
3452.92,89.3916,92.6865,91.0019,91.627
3453.885,89.388,92.6839,90.9981,91.6225
3454.849,89.3845,92.6808,90.9896,91.6135
3455.813,89.3809,92.6776,90.9774,91.601
3456.777,89.377,92.6742,90.9623,91.5859
3457.741,89.373,92.6707,90.9456,91.5695
3458.706,89.3688,92.6671,90.9284,91.5528
3459.67,89.3649,92.6632,90.912,91.537
3460.634,89.3613,92.6591,90.8976,91.5233
3461.598,89.3581,92.6547,90.8862,91.5126
3462.563,89.3552,92.6501,90.8781,91.505
3463.527,89.3522,92.6457,90.8729,91.5002
3464.491,89.349,92.6418,90.8698,91.4973
3465.455,89.3455,92.6383,90.868,91.4953
3466.419,89.3415,92.6352,90.8665,91.4934
3467.384,89.3374,92.6324,90.8647,91.491
3468.348,89.3333,92.6294,90.8623,91.4882
3469.312,89.3293,92.6263,90.8591,91.4848
3470.276,89.3255,92.623,90.8549,91.4806
3471.241,89.3215,92.6195,90.8492,91.4755
3472.205,89.3173,92.6162,90.8417,91.4687
3473.169,89.3128,92.613,90.8319,91.4597
3474.133,89.3078,92.61,90.8193,91.448
3475.098,89.3026,92.607,90.804,91.4334
3476.062,89.2973,92.6037,90.7862,91.416
3477.026,89.2919,92.6001,90.7664,91.3966
3477.99,89.2865,92.5961,90.7455,91.3758
3478.955,89.2809,92.592,90.7246,91.3551
3479.919,89.2753,92.588,90.705,91.3358
3480.883,89.2696,92.5843,90.6883,91.3193
3481.847,89.2639,92.581,90.6756,91.3069
3482.812,89.2585,92.578,90.6678,91.2992
3483.776,89.2533,92.5751,90.6648,91.2962
3484.74,89.2483,92.5724,90.6658,91.2971
3485.704,89.2432,92.5696,90.6692,91.3005
3486.668,89.2378,92.5669,90.6734,91.3046
3487.633,89.2319,92.5643,90.6767,91.3078
3488.597,89.2253,92.5618,90.678,91.309
3489.561,89.2183,92.5593,90.6768,91.3077
3490.525,89.2111,92.5568,90.6729,91.3038
3491.49,89.204,92.5541,90.6667,91.2975
3492.454,89.197,92.5511,90.6583,91.289
3493.418,89.1901,92.5479,90.6473,91.278
3494.382,89.1831,92.5447,90.6332,91.2637
3495.346,89.1757,92.5415,90.6153,91.2456
3496.311,89.1678,92.5383,90.5929,91.2228
3497.275,89.1593,92.535,90.5662,91.1956
3498.239,89.15,92.5314,90.5362,91.165
3499.203,89.1402,92.527,90.5046,91.1329
3500.168,89.1297,92.522,90.4739,91.1021
3501.132,89.1184,92.5163,90.447,91.0755
3502.096,89.1063,92.5104,90.4264,91.0557
3503.06,89.0934,92.5046,90.4135,91.0438
3504.025,89.0797,92.4993,90.4082,91.0397
3504.989,89.0655,92.4948,90.409,91.0415
3505.953,89.0513,92.491,90.4139,91.0471
3506.917,89.0374,92.4876,90.4207,91.0542
3507.882,89.0243,92.4846,90.4282,91.0616
3508.846,89.0122,92.4818,90.4359,91.0693
3509.81,89.0013,92.4794,90.4444,91.0779
3510.774,88.9919,92.4776,90.4544,91.0879
3511.739,88.9843,92.4765,90.4658,91.0993
3512.703,88.9787,92.4761,90.4774,91.1109
3513.667,88.9755,92.4761,90.4868,91.12
3514.631,88.9746,92.4762,90.491,91.1237
3515.595,88.976,92.4759,90.4869,91.1189
3516.56,88.9795,92.475,90.4723,91.1035
3517.524,88.9847,92.4734,90.4465,91.077
3518.488,88.9913,92.471,90.4102,91.0402
3519.452,88.9988,92.468,90.3659,90.9956
3520.417,89.0072,92.4644,90.317,90.9466
3521.381,89.0161,92.4603,90.2672,90.8968
3522.345,89.0256,92.4556,90.2202,90.8502
3523.309,89.0355,92.4505,90.1794,90.81
3524.273,89.0454,92.4452,90.148,90.7797
3525.238,89.055,92.4399,90.1289,90.7621
3526.202,89.0636,92.4351,90.124,90.7589
3527.166,89.071,92.4311,90.1336,90.7701
3528.13,89.0769,92.4281,90.1555,90.7931
3529.095,89.0814,92.4261,90.1854,90.8232
3530.059,89.0845,92.4249,90.2178,90.8549
3531.023,89.0866,92.424,90.2475,90.8832
3531.987,89.088,92.4234,90.2707,90.9047
3532.952,89.0888,92.4227,90.2859,90.9183
3533.916,89.0891,92.4219,90.2933,90.9247
3534.88,89.0891,92.4212,90.2945,90.9254
3535.844,89.0888,92.4204,90.2911,90.9217
