freq,B,C,D-1,D-2
1892.79,96.0951,98.3144,98.3602,98.5959
1893.755,96.0904,98.3093,98.3541,98.5895
1894.719,96.0864,98.3025,98.3484,98.5829
1895.683,96.0829,98.2937,98.3433,98.5765
1896.647,96.0793,98.2835,98.3393,98.571
1897.612,96.0752,98.2733,98.3368,98.567
1898.576,96.0704,98.2642,98.3351,98.5641
1899.54,96.065,98.2562,98.3324,98.5607
1900.504,96.0594,98.2487,98.3261,98.5541
1901.469,96.0537,98.2402,98.3139,98.5417
1902.433,96.0481,98.23,98.2943,98.5219
1903.397,96.0426,98.2177,98.2674,98.4947
1904.361,96.0366,98.2044,98.2347,98.4619
1905.325,96.0299,98.1916,98.1986,98.4259
1906.29,96.0224,98.1803,98.1611,98.3889
1907.254,96.0144,98.1709,98.1239,98.3525
1908.218,96.0063,98.1625,98.0878,98.3173
1909.182,95.9987,98.1536,98.0532,98.2834
1910.146,95.9917,98.1425,98.0207,98.2513
1911.111,95.9851,98.1287,97.9915,98.222
1912.075,95.9785,98.1125,97.9676,98.1979
1913.039,95.9718,98.095,97.9509,98.1812
1914.003,95.9646,98.0771,97.9426,98.1733
1914.968,95.9574,98.0596,97.9422,98.1739
1915.932,95.9508,98.0423,97.948,98.181
1916.896,95.9451,98.0253,97.9571,98.1915
1917.86,95.9404,98.0085,97.9673,98.2028
1918.825,95.9366,97.9931,97.9776,98.2136
1919.789,95.9328,97.9806,97.9888,98.2247
1920.753,95.9285,97.9724,98.0029,98.2384
1921.717,95.9234,97.9693,98.0218,98.2567
1922.682,95.9176,97.9708,98.0464,98.2807
1923.646,95.9114,97.9749,98.0756,98.3092
1924.61,95.9052,97.9793,98.1069,98.3395
1925.574,95.899,97.982,98.1371,98.368
1926.539,95.8926,97.9819,98.1631,98.3917
1927.503,95.8856,97.9793,98.1835,98.409
1928.467,95.8774,97.9747,98.1982,98.4202
1929.431,95.8679,97.9691,98.2082,98.4267
1930.396,95.8573,97.9625,98.215,98.4304
1931.36,95.846,97.9547,98.2201,98.433
1932.324,95.8342,97.9448,98.2242,98.4357
1933.288,95.8223,97.9325,98.2277,98.4388
1934.252,95.8099,97.918,98.2309,98.4427
1935.217,95.7965,97.9022,98.2335,98.4472
1936.181,95.7816,97.886,98.2357,98.4524
1937.145,95.765,97.8701,98.2373,98.4581
1938.109,95.7468,97.8545,98.238,98.4636
1939.073,95.7272,97.8383,98.2374,98.4683
1940.038,95.707,97.8209,98.2357,98.4717
1941.002,95.687,97.8024,98.2336,98.4741
1941.966,95.6677,97.7841,98.2329,98.4768
1942.93,95.65,97.7683,98.2351,98.4814
1943.895,95.635,97.7577,98.2412,98.4887
1944.859,95.6239,97.7542,98.2507,98.4986
1945.823,95.618,97.758,98.2619,98.5096
1946.787,95.6185,97.768,98.2726,98.5197
1947.752,95.6257,97.7821,98.281,98.5272
1948.716,95.6391,97.7985,98.286,98.5309
1949.68,95.6573,97.8161,98.2875,98.5309
1950.644,95.6778,97.8345,98.2862,98.5281
1951.609,95.6984,97.854,98.2835,98.5241
1952.573,95.7169,97.8746,98.2807,98.5203
1953.537,95.7321,97.8956,98.2789,98.5179
1954.501,95.7437,97.9157,98.2781,98.5169
1955.466,95.7519,97.9332,98.2783,98.5169
1956.43,95.7573,97.9469,98.2786,98.5169
1957.394,95.7601,97.9566,98.2783,98.516
1958.358,95.7607,97.9629,98.2767,98.5135
1959.323,95.7591,97.9672,98.273,98.5086
1960.287,95.7556,97.9708,98.2664,98.5007
1961.251,95.7509,97.9742,98.2561,98.4888
1962.215,95.7456,97.9772,98.2413,98.4717
1963.179,95.7407,97.9787,98.2218,98.4492
1964.144,95.7364,97.9781,98.1983,98.4215
1965.108,95.7328,97.9753,98.1729,98.3906
1966.072,95.7296,97.9708,98.1481,98.3596
1967.036,95.7261,97.9658,98.1269,98.3318
1968,95.7219,97.9613,98.1112,98.3101
1968.965,95.7171,97.9574,98.1015,98.296
1969.929,95.712,97.9537,98.097,98.2891
1970.893,95.7071,97.949,98.0961,98.2885
1971.857,95.7025,97.9428,98.0974,98.2924
1972.822,95.6982,97.9349,98.0999,98.2998
1973.786,95.6939,97.9262,98.1031,98.3097
1974.75,95.6892,97.918,98.1072,98.3215
1975.714,95.6837,97.9116,98.1119,98.3346
1976.679,95.6778,97.9074,98.1168,98.3477
1977.643,95.6718,97.9053,98.1207,98.3592
1978.607,95.6662,97.9043,98.1222,98.3674
1979.571,95.6611,97.9039,98.12,98.3708
1980.536,95.6565,97.9038,98.1129,98.3684
1981.5,95.6518,97.9046,98.1006,98.3601
1982.464,95.6465,97.9069,98.0832,98.3461
1983.428,95.6403,97.9112,98.061,98.3272
1984.393,95.6334,97.9176,98.0347,98.3041
1985.357,95.6261,97.9249,98.0055,98.2779
1986.321,95.6193,97.9317,97.9751,98.2504
1987.285,95.6131,97.9368,97.9464,98.2241
1988.25,95.6076,97.9396,97.9228,98.2026
1989.214,95.6026,97.9402,97.9081,98.1896
1990.178,95.5977,97.9394,97.9055,98.1883
1991.142,95.5927,97.938,97.9161,98.1999
1992.106,95.5876,97.9363,97.9388,98.2231
1993.071,95.5828,97.934,97.9698,98.254
1994.035,95.5787,97.9304,98.0043,98.2878
1994.999,95.5754,97.925,98.0376,98.3197
1995.963,95.5726,97.9179,98.0666,98.3468
1996.927,95.5699,97.9101,98.0901,98.3682
1997.892,95.5668,97.9027,98.1084,98.3844
1998.856,95.5629,97.8969,98.1226,98.3969
1999.82,95.5585,97.8932,98.1334,98.4065
2000.784,95.5539,97.8914,98.1414,98.4137
2001.749,95.5495,97.8911,98.1465,98.4181
2002.713,95.5457,97.8917,98.1484,98.4195
2003.677,95.5422,97.893,98.1475,98.4181
2004.641,95.5387,97.8956,98.1445,98.4146
2005.606,95.5345,97.9,98.1405,98.4102
2006.57,95.5296,97.9063,98.1365,98.4061
2007.534,95.5241,97.9143,98.133,98.4026
2008.498,95.5183,97.9225,98.1296,98.3993
2009.463,95.5127,97.9297,98.1251,98.3949
2010.427,95.5077,97.9347,98.1187,98.3885
2011.391,95.5032,97.937,98.1095,98.3793
2012.355,95.4986,97.9372,98.0978,98.3676
2013.32,95.4935,97.9363,98.0847,98.3546
2014.284,95.4878,97.9354,98.0715,98.342
2015.248,95.4816,97.9349,98.0598,98.3312
2016.212,95.4754,97.9347,98.0506,98.3232
2017.177,95.4697,97.9342,98.0445,98.318
2018.141,95.4647,97.9326,98.0411,98.3154
2019.105,95.4602,97.9299,98.0398,98.3144
2020.069,95.4558,97.9263,98.0397,98.3143
2021.033,95.451,97.9227,98.0403,98.3147
2021.998,95.4455,97.9198,98.041,98.3152
2022.962,95.4395,97.9177,98.0416,98.3157
2023.926,95.4334,97.9161,98.0415,98.3157
2024.89,95.4279,97.9142,98.0406,98.3148
2025.854,95.4232,97.9114,98.0387,98.3129
2026.819,95.4191,97.9076,98.0362,98.3101
2027.783,95.4151,97.9031,98.0332,98.3068
2028.747,95.4105,97.8988,98.0305,98.3038
2029.711,95.4051,97.8953,98.0282,98.3013
2030.676,95.3989,97.8927,98.0263,98.2994
2031.64,95.3926,97.8907,98.0244,98.2975
2032.604,95.3865,97.8883,98.0216,98.2949
2033.568,95.381,97.8851,98.0175,98.2908
2034.533,95.376,97.8808,98.0117,98.2849
2035.497,95.3712,97.8759,98.0043,98.2776
2036.461,95.366,97.871,97.9959,98.2694
2037.425,95.3602,97.8668,97.9872,98.2612
2038.39,95.354,97.8635,97.9789,98.2537
2039.354,95.348,97.8606,97.9714,98.2471
2040.318,95.3427,97.8574,97.965,98.2416
2041.282,95.3382,97.8535,97.9597,98.2372
2042.247,95.3344,97.8488,97.9557,98.2337
2043.211,95.3307,97.8438,97.9529,98.2312
2044.175,95.3265,97.8391,97.9512,98.2297
2045.139,95.3214,97.8355,97.9501,98.229
2046.104,95.3157,97.8329,97.9491,98.2286
2047.068,95.3098,97.831,97.9474,98.2275
2048.032,95.3045,97.829,97.9443,98.2252
2048.996,95.3,97.8262,97.9395,98.2211
2049.96,95.2963,97.8224,97.9333,98.2153
2050.925,95.2928,97.818,97.9262,98.2085
2051.889,95.289,97.8136,97.9189,98.2015
2052.853,95.2843,97.8099,97.9121,98.1949
2053.817,95.2788,97.8068,97.9058,98.1888
2054.781,95.2731,97.8041,97.8997,98.183
2055.746,95.2676,97.8011,97.8931,98.1765
2056.71,95.2626,97.7973,97.8854,98.1689
2057.674,95.2582,97.7927,97.8764,98.1596
2058.638,95.2537,97.7875,97.8659,98.1489
2059.603,95.2488,97.7825,97.8545,98.1373
2060.567,95.2432,97.7783,97.8426,98.1253
2061.531,95.237,97.775,97.8307,98.1135
2062.495,95.2307,97.7723,97.8192,98.1022
2063.46,95.2251,97.7694,97.8082,98.0915
2064.424,95.2204,97.7658,97.7981,98.0814
2065.388,95.2165,97.7616,97.7889,98.0721
2066.352,95.2127,97.757,97.7807,98.0635
2067.317,95.2085,97.7528,97.7732,98.0556
2068.281,95.2035,97.7492,97.7659,98.048
2069.245,95.1977,97.7466,97.758,98.04
2070.209,95.1917,97.7444,97.7487,98.0308
2071.174,95.1861,97.7419,97.7372,98.0195
2072.138,95.1812,97.7387,97.7233,98.006
2073.102,95.1769,97.7346,97.7074,97.9903
2074.066,95.1728,97.73,97.6901,97.9732
2075.031,95.1681,97.7257,97.6723,97.9555
2075.995,95.1625,97.722,97.6546,97.9378
2076.959,95.1561,97.7191,97.6371,97.9202
2077.923,95.1494,97.7166,97.6195,97.9024
2078.887,95.1432,97.7139,97.6016,97.884
2079.852,95.1378,97.7106,97.583,97.8647
2080.816,95.1333,97.7065,97.5638,97.8447
2081.78,95.129,97.7021,97.5445,97.8246
2082.744,95.1243,97.6981,97.5257,97.8052
2083.708,95.1187,97.6947,97.5082,97.7874
2084.673,95.1125,97.692,97.4924,97.7716
2085.637,95.1059,97.6897,97.4785,97.7581
2086.601,95.0997,97.687,97.4667,97.7469
2087.565,95.0941,97.6835,97.4575,97.7382
2088.53,95.0891,97.6793,97.4514,97.7325
2089.494,95.0842,97.6746,97.4487,97.7302
2090.458,95.0787,97.6703,97.4497,97.7319
2091.422,95.0723,97.6668,97.4544,97.7372
2092.387,95.0651,97.6643,97.462,97.7455
2093.351,95.0578,97.6623,97.4712,97.7556
2094.315,95.0511,97.6602,97.4807,97.7661
2095.279,95.0453,97.6575,97.4896,97.7757
2096.244,95.0404,97.6541,97.4973,97.7839
2097.208,95.0359,97.6503,97.5038,97.7908
2098.172,95.031,97.6466,97.5091,97.7965
2099.136,95.0255,97.6435,97.5142,97.802
2100.101,95.0193,97.6409,97.5179,97.8062
2101.065,95.0132,97.6385,97.5199,97.8087
2102.029,95.0077,97.6358,97.5204,97.8095
2102.993,95.0033,97.6322,97.5194,97.8087
2103.958,94.9998,97.6278,97.5173,97.8066
2104.922,94.9967,97.623,97.5145,97.8038
2105.886,94.9931,97.6183,97.5116,97.8011
2106.85,94.9887,97.6142,97.5087,97.7984
2107.814,94.9834,97.6109,97.5055,97.7958
2108.779,94.978,97.608,97.5019,97.7929
2109.743,94.9731,97.605,97.4975,97.7893
2110.707,94.969,97.6015,97.4922,97.7849
2111.671,94.9658,97.5973,97.4866,97.7799
2112.635,94.9626,97.5927,97.481,97.7747
2113.6,94.9589,97.5883,97.4759,97.77
2114.564,94.954,97.5845,97.4716,97.7661
2115.528,94.9481,97.5813,97.468,97.7629
2116.492,94.9418,97.5785,97.4649,97.7604
2117.457,94.9358,97.5756,97.462,97.758
2118.421,94.9305,97.5721,97.4592,97.7556
2119.385,94.9259,97.568,97.4564,97.7531
2120.349,94.9213,97.5636,97.4536,97.7506
2121.314,94.916,97.5593,97.451,97.7482
2122.278,94.9094,97.5556,97.4485,97.7459
2123.242,94.902,97.5523,97.446,97.7439
2124.206,94.8942,97.5494,97.4435,97.7419
2125.171,94.8871,97.5463,97.4408,97.7396
2126.135,94.881,97.5426,97.438,97.7372
2127.099,94.876,97.5384,97.4351,97.7347
2128.063,94.8713,97.5338,97.4324,97.7323
2129.028,94.866,97.5294,97.4296,97.7298
2129.992,94.8597,97.5254,97.4266,97.7269
2130.956,94.8525,97.5219,97.4229,97.7235
2131.92,94.845,97.5186,97.418,97.7189
2132.885,94.8382,97.515,97.412,97.713
2133.849,94.8325,97.5108,97.405,97.706
2134.813,94.8279,97.5059,97.3977,97.6987
2135.777,94.8235,97.5008,97.3907,97.6916
2136.741,94.8185,97.4958,97.3845,97.6856
2137.706,94.8123,97.4913,97.3796,97.6809
2138.67,94.8049,97.4874,97.3756,97.6772
2139.634,94.797,97.4838,97.3721,97.6742
2140.598,94.7896,97.4801,97.3687,97.6711
2141.563,94.7833,97.4761,97.365,97.6676
2142.527,94.7779,97.4716,97.3608,97.6634
2143.491,94.7727,97.4669,97.3561,97.6587
2144.455,94.7669,97.4624,97.3509,97.6536
2145.419,94.7597,97.4585,97.3454,97.6482
2146.384,94.7513,97.455,97.3393,97.6425
2147.348,94.7425,97.4518,97.3325,97.6363
2148.312,94.7344,97.4484,97.3247,97.6291
2149.276,94.7274,97.4447,97.3161,97.6211
2150.241,94.7215,97.4406,97.3068,97.6123
2151.205,94.7158,97.4365,97.2973,97.6032
2152.169,94.7095,97.4325,97.2879,97.5941
2153.133,94.7017,97.429,97.2789,97.5855
2154.098,94.6928,97.4259,97.2702,97.5771
2155.062,94.6834,97.4229,97.2616,97.5689
2156.026,94.6747,97.4196,97.2531,97.5605
2156.99,94.6675,97.4158,97.2443,97.5518
2157.955,94.6616,97.4115,97.2352,97.5427
2158.919,94.6561,97.4069,97.2261,97.5335
2159.883,94.65,97.4023,97.217,97.5243
2160.847,94.6425,97.3981,97.2081,97.5155
2161.812,94.6336,97.3943,97.1994,97.5069
2162.776,94.6243,97.3906,97.1907,97.4985
2163.74,94.6157,97.3868,97.1821,97.49
2164.704,94.6083,97.3826,97.1734,97.4813
2165.668,94.6018,97.3779,97.1647,97.4725
2166.633,94.5949,97.373,97.1559,97.4635
2167.597,94.5862,97.368,97.1472,97.4546
2168.561,94.5745,97.3631,97.1384,97.446
2169.525,94.5598,97.3582,97.1297,97.4376
2170.49,94.5432,97.3532,97.1209,97.4294
2171.454,94.5268,97.3479,97.1121,97.4212
2172.418,94.5123,97.3423,97.1033,97.4131
2173.382,94.5008,97.3368,97.0947,97.4052
2174.346,94.4925,97.3316,97.0864,97.3975
2175.311,94.4869,97.3272,97.0785,97.3902
2176.275,94.4832,97.3237,97.0709,97.3834
2177.239,94.4812,97.321,97.0634,97.3767
2178.203,94.4806,97.3186,97.0558,97.3699
2179.168,94.4816,97.3162,97.0481,97.3631
2180.132,94.4837,97.3132,97.0402,97.3559
2181.096,94.4855,97.3096,97.0325,97.3487
2182.06,94.4854,97.3054,97.0251,97.3417
2183.025,94.482,97.3008,97.0184,97.3351
2183.989,94.4747,97.296,97.0123,97.3292
2184.953,94.4645,97.2911,97.0068,97.3238
2185.917,94.4529,97.2859,97.0017,97.3188
2186.882,94.4422,97.2806,96.9969,97.3141
2187.846,94.4334,97.2751,96.9922,97.3096
2188.81,94.4264,97.2695,96.9877,97.3053
2189.774,94.4196,97.2639,96.9835,97.3014
2190.739,94.4112,97.2582,96.9795,97.2978
2191.703,94.3999,97.2525,96.9757,97.2945
2192.667,94.3856,97.2467,96.9718,97.2913
2193.631,94.3699,97.2406,96.9678,97.2878
2194.595,94.3543,97.2343,96.9632,97.2839
2195.56,94.3403,97.228,96.9582,97.2795
2196.524,94.3277,97.2217,96.9528,97.2745
2197.488,94.3151,97.2158,96.947,97.2691
2198.452,94.3006,97.2102,96.9409,97.2636
2199.417,94.2831,97.2049,96.9345,97.2581
2200.381,94.2631,97.1999,96.9277,97.2524
2201.345,94.242,97.195,96.9205,97.2464
2202.309,94.222,97.1905,96.9129,97.2399
2203.273,94.2044,97.1863,96.9049,97.2331
2204.238,94.1886,97.1826,96.8968,97.2259
2205.202,94.1727,97.1793,96.8888,97.2186
2206.166,94.1542,97.176,96.8811,97.2113
2207.13,94.1312,97.1723,96.8735,97.2041
2208.095,94.1035,97.1679,96.866,97.197
2209.059,94.0723,97.1625,96.8583,97.1897
2210.023,94.0388,97.1562,96.8503,97.1821
2210.987,94.0033,97.149,96.8421,97.1742
2211.952,93.9633,97.1409,96.8338,97.1661
2212.916,93.9148,97.1315,96.8257,97.1581
2213.88,93.8528,97.1206,96.8178,97.1506
2214.844,93.773,97.1074,96.8104,97.1436
2215.809,93.6718,97.0913,96.8033,97.1372
2216.773,93.5452,97.071,96.7965,97.131
2217.737,93.3862,97.0442,96.7897,97.1249
2218.701,93.1838,97.0074,96.783,97.1188
2219.666,92.9237,96.9546,96.7764,97.1127
2220.63,92.5935,96.8795,96.7698,97.1066
2221.594,92.1907,96.7762,96.7634,97.1006
2222.558,91.7315,96.6426,96.7569,97.0947
2223.522,91.2555,96.4831,96.7503,97.0886
2224.487,90.8245,96.3103,96.7432,97.0822
2225.451,90.5124,96.1443,96.7356,97.0752
2226.415,90.3883,96.0095,96.7273,97.0674
2227.379,90.4978,95.9289,96.7184,97.0589
2228.344,90.8485,95.9186,96.709,97.0498
2229.308,91.4051,95.9825,96.6993,97.0402
2230.272,92.0965,96.1115,96.6893,97.0302
2231.236,92.8316,96.2852,96.6791,97.02
2232.2,93.5212,96.4771,96.6686,97.0095
2233.165,94.0964,96.6616,96.6577,96.9986
2234.129,94.5205,96.8189,96.6465,96.9873
2235.093,94.7908,96.939,96.635,96.9757
2236.057,94.931,97.0211,96.6231,96.9638
2237.022,94.9787,97.0718,96.6112,96.952
2237.986,94.972,97.1004,96.5991,96.9403
2238.95,94.9405,97.1156,96.5871,96.9286
2239.914,94.9018,97.1233,96.5749,96.9169
2240.879,94.8634,97.1264,96.5627,96.9052
2241.843,94.8265,97.126,96.5506,96.8934
2242.807,94.7909,97.1223,96.5388,96.8818
2243.771,94.7572,97.1165,96.5275,96.8706
2244.736,94.7267,97.1099,96.5168,96.8601
2245.7,94.7007,97.1041,96.5067,96.8502
2246.664,94.6792,97.0997,96.4972,96.841
2247.628,94.6605,97.0965,96.4881,96.8322
2248.593,94.6423,97.0933,96.4793,96.8236
2249.557,94.6227,97.089,96.4709,96.8151
2250.521,94.6016,97.0831,96.4629,96.8068
2251.485,94.5801,97.076,96.4553,96.7988
2252.449,94.5602,97.0691,96.4482,96.7913
2253.414,94.5432,97.0633,96.4415,96.7843
2254.378,94.5291,97.059,96.4352,96.7779
2255.342,94.5169,97.0558,96.4291,96.7719
2256.306,94.5049,97.0525,96.4231,96.7664
2257.271,94.4925,97.0482,96.4175,96.7613
2258.235,94.48,97.0424,96.4122,96.7567
2259.199,94.4689,97.0357,96.4076,96.7529
2260.163,94.4608,97.0293,96.4037,96.7499
2261.127,94.4566,97.0239,96.4004,96.7477
2262.092,94.4556,97.02,96.3975,96.746
2263.056,94.4559,97.017,96.3947,96.7444
2264.02,94.4552,97.0138,96.3916,96.7425
2264.984,94.4521,97.0096,96.3882,96.7399
2265.949,94.4464,97.0041,96.3842,96.7366
2266.913,94.4392,96.9979,96.3795,96.7325
2267.877,94.4319,96.9919,96.3743,96.7277
2268.841,94.4258,96.9872,96.3683,96.7222
2269.806,94.4207,96.9838,96.3615,96.7161
2270.77,94.4159,96.9813,96.3539,96.7091
2271.734,94.4102,96.9788,96.3453,96.7012
2272.698,94.4027,96.9752,96.336,96.6924
2273.663,94.3935,96.9703,96.326,96.6829
2274.627,94.3837,96.9646,96.3157,96.6728
2275.591,94.3744,96.959,96.3051,96.6624
2276.555,94.3664,96.9543,96.2943,96.6518
2277.52,94.3597,96.9507,96.2835,96.6411
2278.484,94.3531,96.9478,96.2725,96.6304
2279.448,94.3457,96.9444,96.2616,96.6198
2280.412,94.3367,96.9397,96.2509,96.6094
2281.376,94.326,96.9332,96.2406,96.5994
2282.341,94.3146,96.9252,96.2308,96.5899
2283.305,94.3035,96.9164,96.2216,96.581
2284.269,94.2936,96.9076,96.2128,96.5727
2285.233,94.2848,96.899,96.2043,96.5647
2286.198,94.2765,96.8905,96.1959,96.557
2287.162,94.2678,96.8814,96.1878,96.5493
2288.126,94.258,96.8711,96.1798,96.5419
2289.09,94.2473,96.8597,96.1724,96.5348
2290.055,94.2364,96.8478,96.1655,96.5282
2291.019,94.2264,96.8362,96.1592,96.5221
2291.983,94.218,96.8258,96.1533,96.5164
2292.947,94.2111,96.8169,96.1476,96.5108
2293.912,94.205,96.8093,96.1416,96.5049
2294.876,94.199,96.8022,96.1352,96.4984
2295.84,94.1924,96.7948,96.1282,96.4912
2296.804,94.185,96.7869,96.1205,96.4834
2297.769,94.1776,96.7787,96.1125,96.4752
2298.733,94.171,96.7709,96.1042,96.4668
2299.697,94.1659,96.764,96.0958,96.4584
2300.661,94.1623,96.758,96.0872,96.4502
2301.625,94.1596,96.7523,96.0787,96.4423
2302.59,94.1568,96.7456,96.0702,96.4346
2303.554,94.1533,96.737,96.0618,96.4271
2304.518,94.149,96.7258,96.0538,96.4198
2305.482,94.1443,96.7123,96.0458,96.4124
2306.447,94.1399,96.6974,96.0379,96.4048
2307.411,94.1365,96.6821,96.0297,96.3967
2308.375,94.1339,96.6669,96.0209,96.3877
2309.339,94.1315,96.6518,96.0113,96.378
2310.303,94.1282,96.6361,96.0009,96.3675
2311.268,94.1233,96.6193,95.99,96.3569
2312.232,94.1168,96.601,95.979,96.3466
2313.196,94.1096,96.5815,95.9683,96.337
2314.16,94.1027,96.5613,95.9579,96.3279
2315.125,94.0971,96.5407,95.9475,96.3191
2316.089,94.0928,96.5198,95.937,96.3098
2317.053,94.0894,96.4974,95.9259,96.2993
2318.017,94.0857,96.4724,95.914,96.2871
2318.982,94.0807,96.444,95.9016,96.2731
2319.946,94.0743,96.4123,95.8889,96.2578
2320.91,94.0668,96.3786,95.8762,96.2417
2321.874,94.0594,96.345,95.8638,96.2253
2322.839,94.053,96.3134,95.8515,96.2092
2323.803,94.0476,96.2846,95.8388,96.1934
2324.767,94.0423,96.2579,95.8255,96.178
2325.731,94.0361,96.232,95.8116,96.1632
2326.696,94.0279,96.2053,95.7975,96.1496
2327.66,94.0179,96.1774,95.784,96.138
2328.624,94.007,96.1492,95.7716,96.1288
2329.588,93.997,96.1228,95.7605,96.122
2330.552,93.9891,96.0998,95.7503,96.1167
2331.517,93.9835,96.0809,95.7404,96.1116
2332.481,93.9793,96.0652,95.7301,96.1056
2333.445,93.9752,96.0507,95.7193,96.0982
2334.409,93.9697,96.0357,95.7081,96.0895
2335.374,93.9629,96.0191,95.6972,96.0802
2336.338,93.9555,96.0016,95.6868,96.0711
2337.302,93.9489,95.9847,95.6769,96.0625
2338.266,93.9442,95.9705,95.667,96.0539
2339.23,93.9418,95.9612,95.6561,96.0444
2340.195,93.9408,95.9587,95.6437,96.033
2341.159,93.94,95.9644,95.6296,96.0196
2342.123,93.9382,95.9795,95.6147,96.0048
2343.087,93.9353,96.0039,95.6001,95.9898
2344.052,93.9315,96.0359,95.5864,95.9754
2345.016,93.9276,96.072,95.574,95.9623
2345.98,93.9237,96.1075,95.5631,95.9506
2346.944,93.9195,96.1373,95.5533,95.9404
2347.909,93.9139,96.1569,95.5437,95.9306
2348.873,93.9062,96.1627,95.5339,95.9208
2349.837,93.8958,96.1524,95.5236,95.9105
2350.801,93.8825,96.1247,95.5134,95.9002
2351.766,93.8669,96.0801,95.504,95.891
2352.73,93.8501,96.0207,95.4964,95.8837
2353.694,93.8334,95.9509,95.4905,95.8783
2354.658,93.8175,95.8763,95.4853,95.8734
2355.623,93.8027,95.8031,95.479,95.8666
2356.587,93.7882,95.736,95.4703,95.8569
2357.551,93.773,95.6782,95.4603,95.8457
2358.515,93.757,95.6315,95.451,95.8356
2359.479,93.7411,95.5977,95.4427,95.827
2360.444,93.7272,95.5792,95.4345,95.8191
2361.408,93.717,95.578,95.426,95.8116
2362.372,93.7111,95.5941,95.4171,95.8041
2363.336,93.7086,95.6247,95.4077,95.7958
2364.301,93.7085,95.6652,95.3982,95.7864
2365.265,93.71,95.7112,95.3894,95.7768
2366.229,93.7131,95.7601,95.3818,95.7679
2367.193,93.7186,95.8113,95.3752,95.76
2368.157,93.727,95.8654,95.3691,95.7529
2369.122,93.7378,95.9227,95.3625,95.7459
2370.086,93.7498,95.9823,95.3549,95.7383
2371.05,93.7609,96.0419,95.3462,95.7299
2372.014,93.7697,96.0994,95.3367,95.7209
2372.979,93.7751,96.1531,95.327,95.7116
2373.943,93.7774,96.2026,95.3174,95.7027
2374.907,93.7772,96.2484,95.3083,95.6943
2375.871,93.7757,96.2915,95.2997,95.6865
2376.836,93.7734,96.3323,95.2915,95.6791
2377.8,93.7707,96.3709,95.2832,95.6716
2378.764,93.7675,96.4066,95.2747,95.6637
2379.728,93.7637,96.4386,95.2658,95.6551
2380.693,93.7591,96.4665,95.2563,95.6457
2381.657,93.7539,96.4901,95.2463,95.6356
2382.621,93.7485,96.5101,95.2358,95.6248
2383.585,93.7434,96.5269,95.2246,95.6133
2384.55,93.7387,96.5412,95.2127,95.6012
2385.514,93.7346,96.5531,95.2,95.5883
2386.478,93.7307,96.5626,95.1866,95.5749
2387.442,93.7268,96.5693,95.1728,95.5609
2388.406,93.7225,96.5731,95.1586,95.5465
2389.371,93.7179,96.5744,95.1443,95.532
2390.335,93.7129,96.5738,95.1302,95.5176
2391.299,93.7079,96.5722,95.1164,95.5036
2392.263,93.7032,96.5704,95.1028,95.4899
2393.228,93.6987,96.5686,95.0893,95.4765
2394.192,93.6945,96.5669,95.0759,95.4632
2395.156,93.6904,96.5647,95.0626,95.45
2396.12,93.6863,96.5618,95.0494,95.4368
2397.084,93.6822,96.5579,95.0364,95.4238
2398.049,93.6783,96.5533,95.0237,95.411
2399.013,93.6747,96.5485,95.0112,95.3984
2399.977,93.6716,96.5441,94.9988,95.3859
2400.941,93.6689,96.5402,94.9861,95.3732
2401.906,93.6662,96.5366,94.9731,95.3603
2402.87,93.6633,96.5331,94.9599,95.3471
2403.834,93.6597,96.5293,94.9464,95.3335
2404.798,93.6554,96.525,94.9328,95.3195
2405.763,93.6504,96.5206,94.9191,95.3052
2406.727,93.6452,96.5164,94.9053,95.2907
2407.691,93.6397,96.5126,94.8916,95.2762
2408.655,93.6342,96.5093,94.8777,95.2616
2409.62,93.6286,96.506,94.8638,95.2471
2410.584,93.6228,96.5022,94.8499,95.2327
2411.548,93.6168,96.4976,94.8362,95.2188
2412.512,93.6107,96.4922,94.823,95.2056
2413.477,93.6046,96.4862,94.8105,95.1931
2414.441,93.5991,96.4802,94.7988,95.1817
2415.405,93.5942,96.4748,94.7879,95.1711
2416.369,93.5901,96.4702,94.7778,95.1613
2417.333,93.5866,96.4663,94.7682,95.1521
2418.298,93.5834,96.4626,94.759,95.143
2419.262,93.5802,96.4588,94.75,95.134
2420.226,93.5767,96.4549,94.7412,95.1251
2421.19,93.573,96.4512,94.7322,95.116
2422.155,93.5691,96.4482,94.723,95.1069
2423.119,93.565,96.4462,94.7136,95.0976
2424.083,93.5607,96.4452,94.7037,95.0882
2425.047,93.5561,96.4449,94.6935,95.0785
2426.011,93.5509,96.4446,94.6829,95.0685
2426.976,93.545,96.4437,94.6721,95.0582
2427.94,93.5385,96.4419,94.6612,95.0476
2428.904,93.5314,96.4394,94.6504,95.0368
2429.868,93.5242,96.4367,94.6395,95.0258
2430.833,93.517,96.434,94.6287,95.0147
2431.797,93.51,96.4315,94.6176,95.0033
2432.761,93.5032,96.4292,94.6063,94.9917
2433.725,93.4965,96.4265,94.5947,94.9799
2434.69,93.49,96.4233,94.5829,94.9678
2435.654,93.4837,96.4193,94.5709,94.9556
2436.618,93.4778,96.415,94.5589,94.9431
2437.582,93.4725,96.4106,94.5467,94.9304
2438.547,93.4681,96.4065,94.5342,94.9173
2439.511,93.4645,96.4028,94.5212,94.9037
