freq,B2-1,B2-2,C
2849.31,96.5813,97.0127,94.8932
2850.274,96.5732,97.0067,94.8891
2851.239,96.5655,97.0009,94.8838
2852.203,96.558,96.9952,94.8773
2853.167,96.5503,96.9892,94.8698
2854.131,96.542,96.9827,94.8621
2855.095,96.5331,96.9756,94.8543
2856.06,96.5237,96.968,94.8469
2857.024,96.5143,96.9601,94.8398
2857.988,96.5051,96.9522,94.8329
2858.952,96.4962,96.9444,94.8258
2859.917,96.4877,96.9367,94.8186
2860.881,96.4791,96.9291,94.8113
2861.845,96.4701,96.9213,94.8039
2862.809,96.4608,96.9135,94.7968
2863.774,96.4511,96.9057,94.79
2864.738,96.4415,96.8981,94.7835
2865.702,96.4322,96.8909,94.7772
2866.666,96.4236,96.8843,94.7709
2867.631,96.4155,96.8783,94.7648
2868.595,96.408,96.8727,94.7589
2869.559,96.4007,96.8674,94.7535
2870.523,96.3938,96.8623,94.7487
2871.488,96.3871,96.8573,94.7446
2872.452,96.381,96.8525,94.741
2873.416,96.3754,96.8478,94.7377
2874.38,96.3703,96.8433,94.7343
2875.344,96.3654,96.8387,94.7307
2876.309,96.3602,96.8339,94.7268
2877.273,96.3545,96.8286,94.7229
2878.237,96.3478,96.8227,94.7192
2879.201,96.3402,96.8164,94.7156
2880.166,96.332,96.8097,94.7122
2881.13,96.3237,96.8031,94.7087
2882.094,96.3155,96.7965,94.7049
2883.058,96.3076,96.7903,94.7007
2884.022,96.3,96.7843,94.6963
2884.987,96.2924,96.7784,94.6917
2885.951,96.2849,96.7727,94.6873
2886.915,96.2774,96.767,94.6834
2887.879,96.2699,96.7616,94.68
2888.844,96.2626,96.7563,94.677
2889.808,96.2555,96.7512,94.6744
2890.772,96.2485,96.7463,94.6721
2891.736,96.2414,96.7412,94.6699
2892.701,96.234,96.7358,94.6679
2893.665,96.2262,96.73,94.6661
2894.629,96.2178,96.7238,94.6645
2895.593,96.2092,96.7171,94.6628
2896.558,96.2004,96.7102,94.6608
2897.522,96.1916,96.7031,94.6584
2898.486,96.1829,96.696,94.6555
2899.45,96.1743,96.689,94.6524
2900.415,96.166,96.6823,94.6493
2901.379,96.1582,96.676,94.6465
2902.343,96.1509,96.6704,94.6443
2903.307,96.1444,96.6656,94.6426
2904.271,96.1388,96.6617,94.6412
2905.236,96.1341,96.6585,94.64
2906.2,96.1299,96.6557,94.639
2907.164,96.126,96.6531,94.6383
2908.128,96.122,96.6505,94.6382
2909.093,96.1178,96.6477,94.6387
2910.057,96.1136,96.6449,94.64
2911.021,96.1094,96.6422,94.6419
2911.985,96.1054,96.6398,94.644
2912.949,96.1017,96.6376,94.6457
2913.914,96.0981,96.6357,94.6468
2914.878,96.0944,96.6338,94.6467
2915.842,96.0904,96.6317,94.6453
2916.806,96.0861,96.6295,94.6427
2917.771,96.0816,96.6272,94.6389
2918.735,96.0774,96.6251,94.6339
2919.699,96.0736,96.6232,94.6277
2920.663,96.0701,96.6214,94.6205
2921.628,96.067,96.6198,94.6124
2922.592,96.0639,96.618,94.6036
2923.556,96.0605,96.6157,94.5946
2924.52,96.0566,96.613,94.5855
2925.485,96.0524,96.6098,94.5768
2926.449,96.048,96.6064,94.5687
2927.413,96.0438,96.6029,94.5612
2928.377,96.0398,96.5995,94.5544
2929.342,96.0361,96.5962,94.5485
2930.306,96.0323,96.5926,94.5437
2931.27,96.0283,96.5889,94.5398
2932.234,96.0242,96.5848,94.5369
2933.198,96.0198,96.5805,94.5345
2934.163,96.0159,96.5763,94.5322
2935.127,96.0117,96.5719,94.5295
2936.091,96.0072,96.5671,94.526
2937.055,96.0019,96.5617,94.5217
2938.02,95.9951,96.5553,94.5166
2938.984,95.9868,96.548,94.5112
2939.948,95.9772,96.54,94.5058
2940.912,95.9675,96.5321,94.5006
2941.876,95.9588,96.525,94.4957
2942.841,95.9521,96.5195,94.4908
2943.805,95.9474,96.5154,94.4858
2944.769,95.9443,96.5124,94.4806
2945.733,95.9415,96.5096,94.4752
2946.698,95.938,96.5063,94.4698
2947.662,95.9332,96.5019,94.4646
2948.626,95.9268,96.4963,94.4596
2949.59,95.9194,96.49,94.4547
2950.555,95.9114,96.4833,94.4499
2951.519,95.9033,96.4767,94.4449
2952.483,95.8953,96.4702,94.4397
2953.447,95.8871,96.4638,94.4342
2954.412,95.8787,96.4574,94.4288
2955.376,95.8699,96.4509,94.4233
2956.34,95.8612,96.4444,94.4178
2957.304,95.8529,96.4382,94.4121
2958.269,95.8453,96.4322,94.4057
2959.233,95.8384,96.4265,94.3986
2960.197,95.8317,96.4208,94.3906
2961.161,95.8249,96.4147,94.382
2962.125,95.8175,96.4081,94.373
2963.09,95.8094,96.401,94.3643
2964.054,95.8008,96.3935,94.3561
2965.018,95.792,96.3859,94.3487
2965.982,95.7831,96.3783,94.342
2966.947,95.7739,96.3707,94.3359
2967.911,95.7642,96.363,94.3303
2968.875,95.7536,96.3548,94.3249
2969.839,95.7421,96.3463,94.3198
2970.803,95.7302,96.3375,94.3147
2971.768,95.7183,96.3289,94.3098
2972.732,95.7076,96.321,94.3049
2973.696,95.6984,96.3142,94.2999
2974.66,95.6908,96.3085,94.2947
2975.625,95.6847,96.3038,94.2893
2976.589,95.6796,96.2998,94.2839
2977.553,95.6751,96.2964,94.2786
2978.517,95.6712,96.2933,94.2733
2979.482,95.6679,96.2907,94.268
2980.446,95.6654,96.2885,94.2626
2981.41,95.6632,96.2863,94.2567
2982.374,95.6606,96.2837,94.2501
2983.339,95.6564,96.28,94.2427
2984.303,95.6498,96.2746,94.2347
2985.267,95.6406,96.2677,94.2263
2986.231,95.6293,96.2595,94.2177
2987.196,95.6171,96.2509,94.209
2988.16,95.6056,96.2429,94.2002
2989.124,95.5959,96.2363,94.1912
2990.088,95.5884,96.2312,94.182
2991.052,95.583,96.2276,94.1728
2992.017,95.5789,96.2248,94.164
2992.981,95.5754,96.2224,94.156
2993.945,95.5722,96.22,94.1494
2994.909,95.5693,96.2178,94.1445
2995.874,95.5669,96.216,94.1411
2996.838,95.5653,96.2147,94.139
2997.802,95.5641,96.2138,94.1378
2998.766,95.5628,96.2128,94.1369
2999.73,95.5608,96.2115,94.1359
3000.695,95.5573,96.2094,94.1346
3001.659,95.5525,96.2066,94.1328
3002.623,95.5468,96.2031,94.1307
3003.587,95.5405,96.1993,94.1281
3004.552,95.534,96.1953,94.125
3005.516,95.5267,96.1908,94.1213
3006.48,95.5181,96.1853,94.1171
3007.444,95.5075,96.1783,94.1125
3008.409,95.4946,96.1697,94.1075
3009.373,95.4803,96.1599,94.1024
3010.337,95.4662,96.1501,94.0971
3011.301,95.454,96.1415,94.0913
3012.266,95.445,96.1351,94.0851
3013.23,95.4394,96.1311,94.078
3014.194,95.4359,96.1287,94.0699
3015.158,95.4319,96.1263,94.0608
3016.123,95.4247,96.1221,94.0506
3017.087,95.4117,96.1142,94.0391
3018.051,95.3915,96.1018,94.0262
3019.015,95.3643,96.0846,94.0119
3019.979,95.3314,96.0637,93.9963
3020.944,95.2948,96.0403,93.9798
3021.908,95.2571,96.0162,93.9634
3022.872,95.221,95.9931,93.9482
3023.836,95.189,95.9729,93.9356
3024.801,95.1633,95.9568,93.9267
3025.765,95.146,95.9461,93.9219
3026.729,95.1388,95.9419,93.9211
3027.693,95.1426,95.9445,93.9235
3028.657,95.1573,95.9541,93.9277
3029.622,95.1821,95.9699,93.9323
3030.586,95.2148,95.9909,93.9362
3031.55,95.2531,96.0153,93.9384
3032.514,95.2937,96.0412,93.9386
3033.479,95.3338,96.0669,93.9367
3034.443,95.3706,96.0904,93.933
3035.407,95.4018,96.1102,93.9277
3036.371,95.4255,96.125,93.921
3037.336,95.4404,96.134,93.9133
3038.3,95.4462,96.1367,93.9047
3039.264,95.443,96.1333,93.8954
3040.228,95.4316,96.1244,93.8856
3041.193,95.4136,96.111,93.8754
3042.157,95.3901,96.0938,93.8649
3043.121,95.3621,96.0737,93.8543
3044.085,95.3296,96.0507,93.8436
3045.05,95.2921,96.0247,93.8327
3046.014,95.2488,95.995,93.8218
3046.978,95.1988,95.9613,93.8104
3047.942,95.1421,95.9236,93.798
3048.906,95.0799,95.8825,93.7838
3049.871,95.0146,95.8397,93.7665
3050.835,94.9502,95.7978,93.7447
3051.799,94.8917,95.7599,93.717
3052.763,94.8446,95.7298,93.6826
3053.728,94.814,95.7108,93.6411
3054.692,94.8039,95.7054,93.5932
3055.656,94.8158,95.7144,93.5405
3056.62,94.8479,95.7364,93.4856
3057.584,94.8946,95.7676,93.4315
3058.549,94.9471,95.8021,93.3819
3059.513,94.9948,95.8325,93.3404
3060.477,95.027,95.8519,93.3102
3061.441,95.0353,95.8549,93.2937
3062.406,95.016,95.8393,93.2919
3063.37,94.9707,95.8067,93.3048
3064.334,94.9067,95.7624,93.3305
3065.298,94.8355,95.7143,93.3662
3066.263,94.7706,95.6718,93.4083
3067.227,94.725,95.6434,93.453
3068.191,94.7079,95.6351,93.4971
3069.155,94.7239,95.6494,93.5382
3070.12,94.7716,95.6849,93.5747
3071.084,94.8447,95.7367,93.6056
3072.048,94.9331,95.7975,93.6302
3073.012,95.0253,95.8594,93.6479
3073.977,95.1104,95.915,93.6581
3074.941,95.1799,95.9591,93.6602
3075.905,95.2293,95.989,93.6539
3076.869,95.2584,96.005,93.6393
3077.833,95.2702,96.0096,93.6172
3078.798,95.27,96.0065,93.5883
3079.762,95.2632,95.9997,93.5538
3080.726,95.2542,95.9919,93.5146
3081.69,95.2453,95.9847,93.4715
3082.655,95.2373,95.9785,93.4251
3083.619,95.2295,95.9728,93.3762
3084.583,95.2217,95.9673,93.3266
3085.547,95.2141,95.9621,93.2787
3086.511,95.2081,95.9579,93.2363
3087.476,95.2052,95.9557,93.2034
3088.44,95.2064,95.9559,93.1842
3089.404,95.2114,95.9584,93.182
3090.368,95.2187,95.962,93.1983
3091.333,95.2254,95.9649,93.2324
3092.297,95.2287,95.9652,93.2815
3093.261,95.2268,95.9618,93.3411
3094.225,95.2193,95.9547,93.4057
3095.19,95.2074,95.9446,93.4699
3096.154,95.1932,95.9331,93.529
3097.118,95.1787,95.9215,93.5803
3098.082,95.1654,95.9109,93.6225
3099.047,95.1538,95.9015,93.6559
3100.011,95.1437,95.8934,93.6818
3100.975,95.1347,95.8863,93.7016
3101.939,95.1267,95.8801,93.7167
3102.904,95.1198,95.8749,93.7279
3103.868,95.1145,95.8708,93.7356
3104.832,95.1107,95.8679,93.74
3105.796,95.1079,95.8655,93.741
3106.76,95.1047,95.8629,93.739
3107.725,95.0997,95.8589,93.7347
3108.689,95.0915,95.8526,93.7289
3109.653,95.0792,95.8434,93.7226
3110.617,95.0629,95.8314,93.7166
3111.582,95.0434,95.8171,93.7117
3112.546,95.022,95.8012,93.7084
3113.51,95,95.7847,93.7069
3114.474,94.9788,95.7687,93.7076
3115.438,94.9596,95.7541,93.7102
3116.403,94.9436,95.7417,93.7147
3117.367,94.9317,95.7321,93.7206
3118.331,94.9241,95.7257,93.7271
3119.295,94.9205,95.7221,93.7337
3120.26,94.9198,95.7206,93.7396
3121.224,94.9203,95.72,93.7445
3122.188,94.9201,95.7192,93.748
3123.152,94.9181,95.7173,93.7503
3124.117,94.9137,95.714,93.7516
3125.081,94.9076,95.7096,93.752
3126.045,94.9007,95.7047,93.7517
3127.009,94.8938,95.6996,93.7506
3127.974,94.8874,95.6945,93.7488
3128.938,94.8807,95.6889,93.7464
3129.902,94.8728,95.6824,93.7435
3130.866,94.863,95.6744,93.7405
3131.831,94.8512,95.6652,93.7376
3132.795,94.8385,95.6554,93.735
3133.759,94.8264,95.6462,93.7326
3134.723,94.8165,95.6387,93.7305
3135.688,94.8095,95.6333,93.7283
3136.652,94.8051,95.6297,93.726
3137.616,94.8019,95.6268,93.7234
3138.58,94.7982,95.6237,93.7207
3139.544,94.7927,95.6192,93.7181
3140.509,94.7847,95.6131,93.7156
3141.473,94.7748,95.6056,93.7135
3142.437,94.7635,95.5972,93.7114
3143.401,94.7515,95.5882,93.7092
3144.365,94.7388,95.5787,93.7067
3145.33,94.7249,95.5683,93.7038
3146.294,94.7092,95.5568,93.7006
3147.258,94.6918,95.5443,93.6971
3148.222,94.6734,95.5312,93.6936
3149.187,94.6557,95.5186,93.6901
3150.151,94.6402,95.5075,93.6867
3151.115,94.6279,95.4985,93.6833
3152.079,94.6186,95.4913,93.6799
3153.044,94.6107,95.4851,93.6767
3154.008,94.6024,95.4784,93.6737
3154.972,94.5915,95.4701,93.6711
3155.936,94.5771,95.4594,93.669
3156.901,94.5593,95.4464,93.6672
3157.865,94.5392,95.4319,93.6656
3158.829,94.5182,95.4168,93.6638
3159.793,94.4978,95.402,93.6617
3160.758,94.4785,95.3881,93.6591
3161.722,94.4611,95.3752,93.6561
3162.686,94.4456,95.3638,93.6528
3163.65,94.4327,95.354,93.6493
3164.615,94.4228,95.3463,93.6456
3165.579,94.4165,95.3409,93.6415
3166.543,94.4136,95.3378,93.6372
3167.507,94.4131,95.3364,93.6324
3168.471,94.4134,95.3354,93.6272
3169.436,94.4124,95.3335,93.622
3170.4,94.4083,95.3295,93.6171
3171.364,94.4001,95.3226,93.6127
3172.328,94.3878,95.3128,93.6089
3173.292,94.3722,95.3005,93.6058
3174.257,94.3545,95.2867,93.6032
3175.221,94.3357,95.2721,93.601
3176.185,94.3166,95.2574,93.599
3177.149,94.2979,95.2431,93.5972
3178.114,94.28,95.2297,93.5956
3179.078,94.2632,95.2172,93.5941
3180.042,94.2479,95.206,93.5927
3181.006,94.2342,95.1959,93.591
3181.971,94.2218,95.1866,93.5889
3182.935,94.2099,95.1774,93.5861
3183.899,94.1974,95.1677,93.5828
3184.863,94.1836,95.157,93.5791
3185.828,94.1684,95.1452,93.5752
3186.792,94.1521,95.1328,93.5716
3187.756,94.1356,95.1203,93.5684
3188.72,94.1195,95.1081,93.5657
3189.685,94.1035,95.0959,93.5633
3190.649,94.0867,95.0831,93.561
3191.613,94.0676,95.0686,93.5589
3192.577,94.0447,95.0514,93.5567
3193.542,94.0175,95.0312,93.5544
3194.506,93.987,95.0088,93.5521
3195.47,93.9552,94.9854,93.5496
3196.434,93.9247,94.9629,93.5468
3197.398,93.8975,94.9427,93.5436
3198.363,93.8742,94.9252,93.54
3199.327,93.8544,94.9101,93.5362
3200.291,93.8362,94.8963,93.5323
3201.255,93.8177,94.8824,93.5287
3202.219,93.7974,94.8673,93.5255
3203.184,93.7745,94.8505,93.5227
3204.148,93.7489,94.8317,93.5202
3205.112,93.721,94.8111,93.5176
3206.076,93.6906,94.7887,93.515
3207.041,93.6578,94.7644,93.512
3208.005,93.6225,94.7382,93.5089
3208.969,93.585,94.7106,93.5058
3209.933,93.5461,94.682,93.5027
3210.898,93.5072,94.6536,93.4997
3211.862,93.4695,94.6261,93.4966
3212.826,93.4339,94.6002,93.4933
3213.79,93.4003,94.5757,93.4895
3214.755,93.3677,94.5521,93.4852
3215.719,93.3351,94.5286,93.4806
3216.683,93.3017,94.5047,93.4757
3217.647,93.2676,94.4805,93.4709
3218.612,93.2336,94.4564,93.4663
3219.576,93.2009,94.4333,93.462
3220.54,93.1698,94.4114,93.4579
3221.504,93.1402,94.3904,93.4541
3222.469,93.1104,94.3692,93.4506
3223.433,93.0784,94.3465,93.4475
3224.397,93.0428,94.3214,93.4449
3225.361,93.0029,94.2934,93.4429
3226.325,92.9595,94.2631,93.4414
3227.29,92.9145,94.2319,93.4401
3228.254,92.8702,94.2012,93.4388
3229.218,92.8281,94.172,93.4372
3230.182,92.7893,94.1451,93.4351
3231.146,92.7535,94.1203,93.4328
3232.111,92.7203,94.0974,93.4303
3233.075,92.6892,94.0759,93.4278
3234.039,92.6598,94.0556,93.4254
3235.003,92.6318,94.0363,93.4231
3235.968,92.6047,94.0177,93.4206
3236.932,92.5777,93.999,93.4177
3237.896,92.5494,93.9794,93.4145
3238.86,92.5185,93.9579,93.4109
3239.825,92.4844,93.9342,93.407
3240.789,92.4479,93.9087,93.4031
3241.753,92.4107,93.8828,93.3992
3242.717,92.3756,93.8585,93.3953
3243.682,92.3453,93.8374,93.3914
3244.646,92.3213,93.8208,93.3875
3245.61,92.3037,93.8087,93.3837
3246.574,92.2908,93.8001,93.38
3247.539,92.2802,93.7933,93.3765
3248.503,92.2696,93.7865,93.3733
3249.467,92.2573,93.7785,93.3701
3250.431,92.2425,93.7687,93.3669
3251.396,92.2257,93.7573,93.3634
3252.36,92.2079,93.7449,93.3595
3253.324,92.1904,93.7326,93.3553
3254.288,92.1743,93.721,93.3508
3255.252,92.1604,93.711,93.3464
3256.217,92.1493,93.7029,93.3422
3257.181,92.1409,93.6966,93.3382
3258.145,92.1349,93.692,93.334
3259.109,92.1302,93.6883,93.3296
3260.073,92.1256,93.6845,93.3246
3261.038,92.1195,93.6796,93.3189
3262.002,92.1106,93.6727,93.3127
3262.966,92.0983,93.6636,93.306
3263.93,92.0828,93.6522,93.2989
3264.895,92.065,93.6391,93.2915
3265.859,92.0457,93.6249,93.2833
3266.823,92.0257,93.6099,93.2742
3267.787,92.0049,93.5939,93.2636
3268.752,91.9826,93.5765,93.2511
3269.716,91.9583,93.5572,93.2365
3270.68,91.9315,93.5359,93.2192
3271.644,91.9028,93.5129,93.1989
3272.609,91.8734,93.4893,93.175
3273.573,91.845,93.4663,93.1473
3274.537,91.8187,93.4448,93.1161
3275.501,91.7947,93.4251,93.0822
3276.466,91.7724,93.4069,93.0476
3277.43,91.7502,93.3891,93.015
3278.394,91.7264,93.3706,92.9878
3279.358,91.7,93.3505,92.9687
3280.323,91.6704,93.3283,92.9599
3281.287,91.6376,93.3038,92.9622
3282.251,91.6016,93.2768,92.9749
3283.215,91.562,93.2471,92.996
3284.179,91.5183,93.2144,93.0225
3285.144,91.4695,93.178,93.0512
3286.108,91.4153,93.1379,93.0794
3287.072,91.356,93.0941,93.1048
3288.036,91.2929,93.0476,93.1261
3289,91.2277,92.9995,93.1427
3289.965,91.1622,92.9509,93.155
3290.929,91.0976,92.9028,93.1637
3291.893,91.0341,92.8553,93.1697
3292.857,90.9709,92.8079,93.174
3293.822,90.9065,92.7598,93.1775
3294.786,90.8392,92.7099,93.1806
3295.75,90.7677,92.6574,93.1836
3296.714,90.6909,92.6012,93.1862
3297.679,90.6079,92.5409,93.1878
3298.643,90.5182,92.4759,93.1883
3299.607,90.4214,92.4059,93.1871
3300.571,90.3175,92.3309,93.1844
3301.536,90.2068,92.2511,93.1804
3302.5,90.0904,92.1672,93.1757
3303.464,89.9692,92.0798,93.1706
3304.428,89.8443,91.9894,93.1658
3305.393,89.7161,91.8963,93.1616
3306.357,89.5839,91.8002,93.1582
3307.321,89.4467,91.7004,93.1555
3308.285,89.3032,91.5963,93.1537
3309.25,89.1523,91.4874,93.1526
3310.214,88.9936,91.3735,93.1519
3311.178,88.8271,91.2549,93.1515
3312.142,88.6533,91.1318,93.1511
3313.106,88.4722,91.0041,93.1503
3314.071,88.2834,90.8715,93.1491
3315.035,88.0857,90.7331,93.1473
3315.999,87.8778,90.5879,93.145
3316.963,87.6585,90.4352,93.1425
3317.927,87.4273,90.2745,93.1398
3318.892,87.1844,90.1061,93.1371
3319.856,86.9305,89.9304,93.1343
3320.82,86.6662,89.748,93.1313
3321.784,86.3923,89.5595,93.128
3322.749,86.1094,89.3654,93.1244
3323.713,85.8181,89.1666,93.1208
3324.677,85.5195,88.9641,93.1173
3325.641,85.2151,88.7589,93.114
3326.606,84.9066,88.5525,93.1112
3327.57,84.5957,88.3461,93.1085
3328.534,84.2836,88.1403,93.106
3329.498,83.971,87.9356,93.1032
3330.463,83.6587,87.7325,93.1
3331.427,83.348,87.5318,93.0962
3332.391,83.0416,87.3355,93.0919
3333.355,82.7436,87.1463,93.0872
3334.32,82.4593,86.9682,93.0824
3335.284,82.1947,86.805,93.0775
3336.248,81.9549,86.6604,93.0726
3337.212,81.7436,86.5367,93.0679
3338.177,81.5633,86.4354,93.0633
3339.141,81.4144,86.3568,93.0589
3340.105,81.2972,86.3006,93.0549
3341.069,81.2113,86.2666,93.0513
3342.033,81.1568,86.2547,93.0478
3342.998,81.1343,86.2648,93.0445
3343.962,81.1439,86.2971,93.0409
3344.926,81.1859,86.3516,93.0369
3345.89,81.2602,86.4278,93.0325
3346.854,81.366,86.5253,93.0279
3347.819,81.5023,86.6431,93.0233
3348.783,81.6681,86.7803,93.019
3349.747,81.8617,86.9357,93.0152
3350.711,82.0814,87.1078,93.0118
3351.676,82.3245,87.2948,93.0087
3352.64,82.588,87.4945,93.0056
3353.604,82.8686,87.7046,93.0024
3354.568,83.1633,87.9232,92.9989
3355.533,83.4693,88.1483,92.9952
3356.497,83.7847,88.3787,92.9913
3357.461,84.1077,88.613,92.9874
3358.425,84.4365,88.8498,92.9835
3359.39,84.7689,89.0877,92.9797
3360.354,85.1023,89.3247,92.9758
3361.318,85.434,89.5592,92.972
3362.282,85.762,89.7898,92.9682
3363.247,86.0853,90.0163,92.9644
3364.211,86.4044,90.239,92.9608
3365.175,86.7204,90.4589,92.9574
3366.139,87.0344,90.6769,92.9541
3367.104,87.3464,90.8929,92.9509
3368.068,87.6546,91.1055,92.9478
3369.032,87.9558,91.3126,92.9448
3369.996,88.2459,91.5113,92.9419
3370.96,88.5214,91.6993,92.9393
3371.925,88.7801,91.875,92.9371
3372.889,89.0216,92.0381,92.9351
3373.853,89.2467,92.1895,92.9332
3374.817,89.4572,92.3303,92.9313
3375.781,89.6543,92.4614,92.9291
3376.746,89.8388,92.5834,92.9266
3377.71,90.0106,92.6965,92.9237
3378.674,90.1696,92.8006,92.9205
3379.638,90.3161,92.8961,92.9172
3380.603,90.451,92.9836,92.9139
3381.567,90.5758,93.0642,92.9105
3382.531,90.692,93.1388,92.907
3383.495,90.8005,93.2082,92.9032
3384.46,90.9016,93.2726,92.8992
3385.424,90.995,93.3317,92.8948
3386.388,91.0802,93.3852,92.8901
3387.352,91.1575,93.4331,92.8853
3388.317,91.2276,93.4758,92.8802
3389.281,91.2916,93.5141,92.8749
3390.245,91.3507,93.5488,92.8694
3391.209,91.4055,93.5806,92.8635
3392.174,91.4563,93.6098,92.8573
3393.138,91.5028,93.6364,92.851
3394.102,91.5451,93.6607,92.8445
3395.066,91.584,93.6833,92.8382
3396.031,91.6207,93.7048,92.8321
3396.995,91.6569,93.7264,92.8261
3397.959,91.694,93.7486,92.8205
3398.923,91.7323,93.7716,92.8152
3399.887,91.771,93.7947,92.8107
3400.852,91.8084,93.8169,92.807
3401.816,91.8423,93.8368,92.8047
3402.78,91.8712,93.8535,92.8038
3403.744,91.8939,93.8661,92.8042
3404.708,91.9103,93.8745,92.8056
3405.673,91.9209,93.8791,92.8076
3406.637,91.9264,93.8801,92.8096
3407.601,91.9277,93.8781,92.8111
3408.565,91.9258,93.8738,92.812
3409.53,91.9218,93.8683,92.8121
3410.494,91.916,93.8617,92.8115
3411.458,91.91,93.8552,92.8103
3412.422,91.9046,93.8495,92.8085
3413.387,91.8999,93.8447,92.8062
3414.351,91.8954,93.8404,92.8035
3415.315,91.8905,93.836,92.8003
3416.279,91.8842,93.8309,92.7968
3417.244,91.8763,93.8247,92.7933
3418.208,91.8672,93.8175,92.7899
3419.172,91.8578,93.8099,92.7868
3420.136,91.8489,93.8023,92.7841
3421.101,91.8414,93.7952,92.7816
3422.065,91.8351,93.7886,92.7795
3423.029,91.8293,93.7823,92.7776
3423.993,91.8232,93.7756,92.7758
3424.958,91.8159,93.7683,92.7742
3425.922,91.8074,93.7604,92.7727
3426.886,91.798,93.7524,92.7711
3427.85,91.789,93.745,92.7693
3428.814,91.7814,93.7391,92.7673
3429.779,91.7764,93.7354,92.7649
3430.743,91.7748,93.7342,92.7621
3431.707,91.7769,93.7356,92.7593
3432.671,91.7828,93.7397,92.7566
3433.635,91.7926,93.7463,92.754
3434.6,91.8063,93.7553,92.7518
3435.564,91.8237,93.7668,92.7495
3436.528,91.8442,93.7804,92.7472
3437.492,91.867,93.7955,92.7446
3438.457,91.8908,93.8114,92.7415
3439.421,91.9147,93.8275,92.7381
3440.385,91.938,93.8434,92.7344
3441.349,91.9607,93.859,92.7305
3442.314,91.9837,93.875,92.7265
3443.278,92.0084,93.892,92.7223
3444.242,92.0361,93.9108,92.7179
3445.206,92.0679,93.9318,92.7133
3446.171,92.1038,93.955,92.7085
3447.135,92.1432,93.9798,92.704
3448.099,92.1846,94.0052,92.6999
3449.063,92.2259,94.03,92.6963
3450.028,92.2654,94.0533,92.6935
3450.992,92.3014,94.074,92.6911
3451.956,92.3327,94.0917,92.6889
3452.92,92.3585,94.1058,92.6865
3453.885,92.3784,94.116,92.6839
3454.849,92.3926,94.1223,92.6808
3455.813,92.4013,94.125,92.6776
3456.777,92.4054,94.1246,92.6742
3457.741,92.4058,94.1215,92.6707
3458.706,92.4031,94.1164,92.6671
3459.67,92.3979,94.1095,92.6632
3460.634,92.3901,94.1007,92.6591
3461.598,92.3794,94.0899,92.6547
3462.563,92.3655,94.0768,92.6501
3463.527,92.3483,94.0612,92.6457
3464.491,92.3279,94.0431,92.6418
3465.455,92.3044,94.0228,92.6383
3466.419,92.2777,94.0002,92.6352
3467.384,92.2475,93.975,92.6324
3468.348,92.2128,93.9468,92.6294
3469.312,92.1728,93.915,92.6263
3470.276,92.1268,93.8791,92.623
3471.241,92.0744,93.8388,92.6195
3472.205,92.0158,93.7943,92.6162
3473.169,91.9513,93.7458,92.613
3474.133,91.881,93.6936,92.61
3475.098,91.8047,93.6375,92.607
3476.062,91.7217,93.5771,92.6037
3477.026,91.6314,93.512,92.6001
3477.99,91.5336,93.442,92.5961
3478.955,91.429,93.3675,92.592
3479.919,91.3189,93.2892,92.588
3480.883,91.2049,93.2081,92.5843
3481.847,91.0882,93.1246,92.581
3482.812,90.9689,93.039,92.578
3483.776,90.8462,92.9507,92.5751
3484.74,90.7184,92.8584,92.5724
3485.704,90.5836,92.7613,92.5696
3486.668,90.4405,92.6583,92.5669
3487.633,90.2876,92.5487,92.5643
3488.597,90.124,92.4317,92.5618
3489.561,89.9475,92.3062,92.5593
3490.525,89.7555,92.1702,92.5568
3491.49,89.5448,92.0216,92.5541
3492.454,89.3114,91.8579,92.5511
3493.418,89.0525,91.6769,92.5479
3494.382,88.7655,91.477,92.5447
3495.346,88.4487,91.2569,92.5415
3496.311,88.0994,91.015,92.5383
3497.275,87.7142,90.7488,92.535
3498.239,87.2879,90.455,92.5314
3499.203,86.8148,90.1298,92.527
3500.168,86.2905,89.7705,92.522
3501.132,85.7138,89.3764,92.5163
3502.096,85.0887,88.9505,92.5104
3503.06,84.424,88.499,92.5046
3504.025,83.7318,88.0304,92.4993
3504.989,83.0251,87.554,92.4948
3505.953,82.317,87.0792,92.491
3506.917,81.6204,86.6157,92.4876
3507.882,80.9509,86.1749,92.4846
3508.846,80.3282,85.7709,92.4818
3509.81,79.7767,85.4211,92.4794
3510.774,79.3233,85.1439,92.4776
3511.739,78.9926,84.956,92.4765
3512.703,78.8027,84.8692,92.4761
3513.667,78.7628,84.8891,92.4761
3514.631,78.8736,85.0152,92.4762
3515.595,79.1299,85.2429,92.4759
3516.56,79.5236,85.5651,92.475
3517.524,80.0448,85.9736,92.4734
3518.488,80.6815,86.4583,92.471
3519.452,81.4185,87.007,92.468
3520.417,82.2365,87.605,92.4644
3521.381,83.1129,88.2354,92.4603
3522.345,84.0235,88.8812,92.4556
3523.309,84.9449,89.5262,92.4505
3524.273,85.8562,90.1565,92.4452
3525.238,86.7395,90.7605,92.4399
3526.202,87.5796,91.3285,92.4351
3527.166,88.3639,91.8529,92.4311
3528.13,89.0829,92.3287,92.4281
3529.095,89.7313,92.7534,92.4261
3530.059,90.3081,93.1278,92.4249
3531.023,90.8168,93.4553,92.424
3531.987,91.2639,93.741,92.4234
3532.952,91.657,93.9905,92.4227
