freq,B,4-1,1-1,1-4,C
1711.514,97.0731,97.7634,91.5356,98.2847,98.7093
1712.479,97.0685,97.7438,91.5151,98.383,98.7072
1713.443,97.0616,97.7186,91.4907,98.5147,98.7076
1714.407,97.0536,97.6938,91.4665,98.6591,98.7148
1715.371,97.046,97.6768,91.4471,98.7803,98.7278
1716.336,97.0404,97.6739,91.4359,98.8364,98.7412
1717.3,97.0374,97.687,91.4339,98.8013,98.7491
1718.264,97.0363,97.7132,91.4397,98.6824,98.7504
1719.228,97.0355,97.7462,91.4507,98.515,98.7499
1720.193,97.0338,97.7804,91.464,98.3406,98.754
1721.157,97.0308,97.8118,91.4775,98.1884,98.766
1722.121,97.0269,97.8384,91.4897,98.0719,98.7844
1723.085,97.0224,97.8588,91.4987,97.9928,98.8044
1724.05,97.0178,97.8716,91.5028,97.947,98.8199
1725.014,97.013,97.8758,91.501,97.9302,98.8265
1725.978,97.0079,97.8711,91.4926,97.941,98.8233
1726.942,97.002,97.858,91.4784,97.9819,98.8131
1727.906,96.9952,97.8382,91.4598,98.0564,98.8006
1728.871,96.9876,97.8139,91.4388,98.165,98.7903
1729.835,96.98,97.7879,91.417,98.3004,98.784
1730.799,96.9732,97.7632,91.3959,98.4448,98.7794
1731.763,96.9681,97.743,91.3766,98.5714,98.772
1732.728,96.965,97.7298,91.3604,98.6528,98.7581
1733.692,96.9632,97.7249,91.3485,98.6736,98.7384
1734.656,96.9613,97.7277,91.3417,98.6386,98.7195
1735.62,96.9581,97.7361,91.34,98.5692,98.7094
1736.584,96.9532,97.7468,91.3426,98.4912,98.7129
1737.549,96.9469,97.7572,91.3475,98.4231,98.729
1738.513,96.94,97.7649,91.3525,98.3732,98.7518
1739.477,96.9334,97.7684,91.3554,98.3413,98.7738
1740.441,96.9272,97.767,91.3548,98.3236,98.7895
1741.406,96.9212,97.7608,91.3504,98.317,98.7972
1742.37,96.915,97.7507,91.3428,98.3215,98.7992
1743.334,96.9077,97.7378,91.3332,98.3397,98.8001
1744.298,96.8994,97.7236,91.3231,98.3735,98.8042
1745.263,96.89,97.7095,91.3134,98.4209,98.8128
1746.227,96.8804,97.6968,91.3047,98.473,98.8235
1747.191,96.8711,97.6872,91.2974,98.5148,98.8319
1748.155,96.8627,97.6825,91.292,98.5297,98.8345
1749.12,96.8555,97.6845,91.2895,98.5063,98.8307
1750.084,96.8491,97.6939,91.2907,98.4445,98.8243
1751.048,96.8432,97.7097,91.296,98.3563,98.8209
1752.012,96.8373,97.7293,91.3042,98.2597,98.824
1752.977,96.8314,97.7491,91.3133,98.1711,98.8336
1753.941,96.8258,97.7656,91.3207,98.0999,98.8455
1754.905,96.8206,97.7767,91.3245,98.049,98.8547
1755.869,96.816,97.7813,91.3236,98.0165,98.8575
1756.833,96.8117,97.7803,91.3182,97.9979,98.8532
1757.798,96.8074,97.7757,91.31,97.9879,98.8444
1758.762,96.803,97.7703,91.3012,97.9815,98.8356
1759.726,96.7982,97.7665,91.2939,97.9744,98.8308
1760.69,96.7933,97.7656,91.2893,97.9636,98.8315
1761.655,96.7883,97.767,91.2867,97.9481,98.8358
1762.619,96.7832,97.7685,91.2844,97.9295,98.8393
1763.583,96.7778,97.7674,91.2803,97.9128,98.8386
1764.547,96.7714,97.7615,91.2727,97.9051,98.8319
1765.511,96.7637,97.7494,91.2609,97.9145,98.8207
1766.476,96.7543,97.7313,91.245,97.9474,98.8076
1767.44,96.7435,97.7084,91.2259,98.0052,98.7954
1768.404,96.7322,97.6831,91.205,98.0822,98.7853
1769.368,96.7217,97.6587,91.1841,98.1642,98.7762
1770.333,96.7135,97.6394,91.1651,98.2306,98.7659
1771.297,96.7087,97.6288,91.1502,98.2607,98.7527
1772.261,96.707,97.629,91.141,98.2432,98.7376
1773.225,96.7076,97.6393,91.1382,98.1815,98.7241
1774.19,96.7087,97.6565,91.1407,98.092,98.716
1775.154,96.7093,97.6764,91.1465,97.995,98.7147
1776.118,96.7088,97.695,91.1531,97.907,98.7187
1777.082,96.7073,97.7093,91.158,97.8364,98.7239
1778.047,96.7053,97.718,91.1597,97.7841,98.7258
1779.011,96.7028,97.7212,91.1574,97.7456,98.7213
1779.975,96.6999,97.7199,91.1519,97.7142,98.71
1780.939,96.6965,97.7163,91.1445,97.6842,98.6942
1781.904,96.6923,97.7122,91.1369,97.6526,98.6777
1782.868,96.687,97.7087,91.1302,97.6207,98.6639
1783.832,96.6809,97.7057,91.1244,97.5926,98.6537
1784.796,96.6741,97.7019,91.1186,97.5736,98.6456
1785.76,96.6669,97.6953,91.111,97.5683,98.6364
1786.725,96.6594,97.6845,91.1,97.5797,98.6234
1787.689,96.6515,97.6688,91.0853,97.6085,98.606
1788.653,96.643,97.6492,91.0674,97.6521,98.5857
1789.617,96.6341,97.6278,91.0483,97.7047,98.5663
1790.582,96.6248,97.6077,91.0306,97.7571,98.5518
1791.546,96.6156,97.5917,91.0166,97.7985,98.5445
1792.51,96.6072,97.5816,91.0074,97.8197,98.5437
1793.474,96.5996,97.5769,91.0025,97.817,98.5467
1794.438,96.5927,97.5758,91.0003,97.7934,98.55
1795.403,96.5859,97.5761,90.999,97.757,98.5524
1796.367,96.5782,97.5762,90.9974,97.7175,98.5543
1797.331,96.5692,97.5757,90.9952,97.6822,98.5579
1798.295,96.5586,97.5752,90.993,97.6538,98.5648
1799.26,96.5468,97.5756,90.9913,97.6303,98.5752
1800.224,96.5344,97.5777,90.9904,97.6065,98.5871
1801.188,96.5219,97.5815,90.9902,97.5774,98.5977
1802.152,96.51,97.5863,90.99,97.5411,98.6046
1803.117,96.4987,97.5907,90.9891,97.5003,98.607
1804.081,96.488,97.5937,90.9871,97.4613,98.6063
1805.045,96.4778,97.5942,90.9838,97.4311,98.605
1806.009,96.4685,97.5923,90.9793,97.4143,98.6047
1806.974,96.4606,97.5882,90.9736,97.4111,98.6059
1807.938,96.4546,97.5828,90.9671,97.4167,98.6071
1808.902,96.4508,97.5772,90.96,97.4233,98.6062
1809.866,96.449,97.5724,90.9526,97.4224,98.6016
1810.831,96.4484,97.5693,90.9457,97.4084,98.5933
1811.795,96.4477,97.5682,90.9396,97.3807,98.5831
1812.759,96.4459,97.5689,90.9346,97.3434,98.5736
1813.723,96.4424,97.5705,90.9307,97.3034,98.5668
1814.688,96.4371,97.5718,90.927,97.2668,98.5627
1815.652,96.4304,97.5716,90.9229,97.2374,98.5596
1816.616,96.423,97.5687,90.9172,97.2164,98.5553
1817.58,96.4153,97.5628,90.9096,97.2034,98.548
1818.544,96.4071,97.5539,90.8998,97.1976,98.5374
1819.509,96.3984,97.5423,90.8884,97.1995,98.5252
1820.473,96.389,97.5289,90.8763,97.2107,98.5137
1821.437,96.3791,97.5141,90.8641,97.2328,98.5049
1822.401,96.369,97.4986,90.8524,97.2663,98.4994
1823.365,96.3596,97.4829,90.8413,97.3096,98.4959
1824.33,96.3518,97.4675,90.8309,97.3582,98.4922
1825.294,96.3461,97.4537,90.8216,97.4053,98.4865
1826.258,96.3429,97.443,90.8142,97.4434,98.4789
1827.222,96.3418,97.4372,90.81,97.4661,98.4712
1828.187,96.3423,97.4379,90.8099,97.4699,98.4664
1829.151,96.3437,97.4451,90.8145,97.4551,98.4668
1830.115,96.3459,97.458,90.8231,97.4249,98.4725
1831.079,96.3487,97.4742,90.8343,97.384,98.4815
1832.044,96.3524,97.4913,90.8461,97.3375,98.4907
1833.008,96.3565,97.5069,90.8568,97.2905,98.4975
1833.972,96.3609,97.5196,90.8653,97.2476,98.5012
1834.936,96.3649,97.5285,90.8712,97.2136,98.5025
1835.901,96.3678,97.5336,90.8746,97.1925,98.5033
1836.865,96.3695,97.5352,90.8757,97.1877,98.5049
1837.829,96.37,97.5333,90.8745,97.2007,98.5076
1838.793,96.3696,97.5281,90.8708,97.2308,98.5098
1839.758,96.3686,97.5198,90.8646,97.2743,98.5096
1840.722,96.3676,97.509,90.8557,97.3254,98.5053
1841.686,96.3665,97.497,90.8452,97.3759,98.4966
1842.65,96.3651,97.4859,90.8346,97.4169,98.4852
1843.615,96.3635,97.4782,90.8259,97.4398,98.4742
1844.579,96.3612,97.4761,90.8209,97.439,98.4664
1845.543,96.3587,97.4803,90.8204,97.4129,98.4631
1846.507,96.3561,97.4899,90.8237,97.3647,98.463
1847.471,96.3535,97.5028,90.8293,97.3014,98.4637
1848.436,96.3511,97.5163,90.8351,97.2317,98.4632
1849.4,96.3485,97.5286,90.8399,97.1641,98.4606
1850.364,96.3453,97.5384,90.843,97.1054,98.4568
1851.328,96.3412,97.5453,90.8444,97.0599,98.4535
1852.292,96.3363,97.5495,90.8444,97.0293,98.452
1853.257,96.3307,97.5514,90.8433,97.0123,98.4527
1854.221,96.3249,97.5515,90.8414,97.0055,98.4547
1855.185,96.3193,97.5501,90.8387,97.0048,98.4566
1856.149,96.314,97.5477,90.8352,97.006,98.4569
1857.114,96.309,97.5445,90.8311,97.0067,98.4554
1858.078,96.3038,97.5409,90.8265,97.0068,98.4531
1859.042,96.2981,97.5369,90.8216,97.0081,98.4515
1860.006,96.2916,97.5322,90.8166,97.0139,98.4515
1860.971,96.2844,97.526,90.8107,97.0279,98.4531
1861.935,96.2768,97.5177,90.8035,97.0526,98.4547
1862.899,96.2692,97.5061,90.7941,97.0888,98.4543
1863.863,96.2618,97.4912,90.7819,97.1351,98.45
1864.828,96.2547,97.4738,90.7673,97.1874,98.4417
1865.792,96.2477,97.4557,90.7517,97.2385,98.4306
1866.756,96.2409,97.44,90.7373,97.2791,98.4196
1867.72,96.2344,97.4298,90.7266,97.2991,98.4115
1868.685,96.2286,97.4272,90.7212,97.2916,98.408
1869.649,96.2238,97.4324,90.7214,97.2553,98.4086
1870.613,96.22,97.4432,90.7258,97.1961,98.4113
1871.577,96.2169,97.4565,90.7321,97.1248,98.4138
1872.542,96.2139,97.4689,90.738,97.0533,98.4151
1873.506,96.2102,97.4783,90.742,96.9911,98.415
1874.47,96.2055,97.4839,90.7437,96.944,98.4146
1875.434,96.1997,97.4858,90.7432,96.913,98.4147
1876.398,96.1933,97.4849,90.7411,96.8958,98.4154
1877.363,96.1867,97.4823,90.7377,96.8877,98.416
1878.327,96.1804,97.4786,90.7335,96.8836,98.4151
1879.291,96.1747,97.4742,90.7284,96.8798,98.4117
1880.255,96.1694,97.4692,90.7225,96.8753,98.4058
1881.219,96.164,97.4633,90.7157,96.8715,98.3982
1882.184,96.1581,97.4565,90.7082,96.8708,98.3905
1883.148,96.1515,97.4487,90.7001,96.8752,98.384
1884.112,96.1446,97.4401,90.6916,96.8853,98.3789
1885.076,96.1377,97.431,90.6829,96.8994,98.3745
1886.041,96.1314,97.4218,90.6738,96.9141,98.3692
1887.005,96.1258,97.413,90.6646,96.9261,98.3621
1887.969,96.1208,97.4048,90.6553,96.9328,98.3529
1888.933,96.116,97.3977,90.6465,96.9332,98.3426
1889.898,96.1111,97.3919,90.6383,96.9278,98.3328
1890.862,96.1058,97.3879,90.6315,96.9175,98.3249
1891.826,96.1004,97.3855,90.6259,96.9032,98.3191
1892.79,96.0951,97.3844,90.6216,96.8853,98.3144
1893.755,96.0904,97.3842,90.6179,96.8637,98.3093
1894.719,96.0864,97.3843,90.6145,96.8387,98.3025
1895.683,96.0829,97.3842,90.6109,96.8113,98.2937
1896.647,96.0793,97.3835,90.607,96.7831,98.2835
1897.612,96.0752,97.3823,90.6029,96.7563,98.2733
1898.576,96.0704,97.3804,90.5987,96.7325,98.2642
1899.54,96.065,97.3778,90.5943,96.7129,98.2562
1900.504,96.0594,97.3743,90.5895,96.6979,98.2487
1901.469,96.0537,97.3695,90.5837,96.6875,98.2402
1902.433,96.0481,97.363,90.5766,96.6814,98.23
1903.397,96.0426,97.3545,90.568,96.6796,98.2177
1904.361,96.0366,97.3443,90.5581,96.6819,98.2044
1905.325,96.0299,97.333,90.5474,96.6874,98.1916
1906.29,96.0224,97.3214,90.5368,96.694,98.1803
1907.254,96.0144,97.3109,90.5269,96.6988,98.1709
1908.218,96.0063,97.3019,90.518,96.6983,98.1625
1909.182,95.9987,97.2947,90.5101,96.6905,98.1536
1910.146,95.9917,97.2888,90.5027,96.6754,98.1425
1911.111,95.9851,97.2833,90.4953,96.6556,98.1287
1912.075,95.9785,97.2771,90.4872,96.6355,98.1125
1913.039,95.9718,97.2694,90.4781,96.6198,98.095
1914.003,95.9646,97.26,90.4681,96.6115,98.0771
1914.968,95.9574,97.249,90.4572,96.6117,98.0596
1915.932,95.9508,97.2369,90.4459,96.6184,98.0423
1916.896,95.9451,97.2244,90.4346,96.6278,98.0253
1917.86,95.9404,97.2126,90.4239,96.6356,98.0085
1918.825,95.9366,97.202,90.4143,96.6382,97.9931
1919.789,95.9328,97.1931,90.4064,96.6338,97.9806
1920.753,95.9285,97.1862,90.4006,96.6221,97.9724
1921.717,95.9234,97.1813,90.397,96.6041,97.9693
1922.682,95.9176,97.1782,90.3954,96.581,97.9708
1923.646,95.9114,97.1763,90.3951,96.5537,97.9749
1924.61,95.9052,97.1748,90.3952,96.5234,97.9793
1925.574,95.899,97.1729,90.3948,96.4916,97.982
1926.539,95.8926,97.1697,90.3932,96.4602,97.9819
1927.503,95.8856,97.1648,90.3898,96.4317,97.9793
1928.467,95.8774,97.1576,90.3846,96.4081,97.9747
1929.431,95.8679,97.1485,90.3778,96.3901,97.9691
1930.396,95.8573,97.1376,90.3697,96.3769,97.9625
1931.36,95.846,97.1256,90.3606,96.3663,97.9547
1932.324,95.8342,97.1125,90.3507,96.3558,97.9448
1933.288,95.8223,97.0987,90.3402,96.3437,97.9325
1934.252,95.8099,97.0839,90.3291,96.3304,97.918
1935.217,95.7965,97.0677,90.3173,96.3179,97.9022
1936.181,95.7816,97.05,90.3048,96.3095,97.886
1937.145,95.765,97.0308,90.2916,96.3077,97.8701
1938.109,95.7468,97.0107,90.278,96.3134,97.8545
1939.073,95.7272,96.9907,90.2643,96.3245,97.8383
1940.038,95.707,96.9723,90.251,96.3371,97.8209
1941.002,95.687,96.9573,90.2391,96.3458,97.8024
1941.966,95.6677,96.9472,90.2297,96.3463,97.7841
1942.93,95.65,96.9432,90.224,96.3366,97.7683
1943.895,95.635,96.9455,90.2227,96.318,97.7577
1944.859,95.6239,96.9537,90.226,96.294,97.7542
1945.823,95.618,96.9668,90.2336,96.2693,97.758
1946.787,95.6185,96.9833,90.2447,96.2481,97.768
1947.752,95.6257,97.0019,90.258,96.2328,97.7821
1948.716,95.6391,97.0212,90.2724,96.2247,97.7985
1949.68,95.6573,97.0402,90.2868,96.2238,97.8161
1950.644,95.6778,97.058,90.3005,96.2293,97.8345
1951.609,95.6984,97.0739,90.3131,96.2403,97.854
1952.573,95.7169,97.0878,90.3242,96.255,97.8746
1953.537,95.7321,97.0996,90.3337,96.2715,97.8956
1954.501,95.7437,97.1093,90.3414,96.2875,97.9157
1955.466,95.7519,97.1172,90.3472,96.3006,97.9332
1956.43,95.7573,97.1234,90.3511,96.3094,97.9469
1957.394,95.7601,97.1278,90.353,96.3139,97.9566
1958.358,95.7607,97.1307,90.3532,96.3154,97.9629
1959.323,95.7591,97.1318,90.3519,96.3163,97.9672
1960.287,95.7556,97.1314,90.3494,96.3193,97.9708
1961.251,95.7509,97.1294,90.3459,96.3258,97.9742
1962.215,95.7456,97.1262,90.3417,96.336,97.9772
1963.179,95.7407,97.1222,90.3368,96.3482,97.9787
1964.144,95.7364,97.1179,90.3315,96.3597,97.9781
1965.108,95.7328,97.114,90.3261,96.3673,97.9753
1966.072,95.7296,97.1108,90.3211,96.3687,97.9708
1967.036,95.7261,97.1089,90.317,96.3627,97.9658
1968,95.7219,97.1084,90.3141,96.3499,97.9613
1968.965,95.7171,97.109,90.3122,96.3319,97.9574
1969.929,95.712,97.1104,90.3111,96.3108,97.9537
1970.893,95.7071,97.112,90.3103,96.289,97.949
1971.857,95.7025,97.1133,90.3091,96.2681,97.9428
1972.822,95.6982,97.1138,90.3072,96.2494,97.9349
1973.786,95.6939,97.1136,90.3047,96.2339,97.9262
1974.75,95.6892,97.1127,90.3017,96.222,97.918
1975.714,95.6837,97.1114,90.2986,96.2135,97.9116
1976.679,95.6778,97.1101,90.2958,96.208,97.9074
1977.643,95.6718,97.109,90.2933,96.2044,97.9053
1978.607,95.6662,97.108,90.2912,96.2018,97.9043
1979.571,95.6611,97.107,90.2892,96.1995,97.9039
1980.536,95.6565,97.1057,90.2874,96.1978,97.9038
1981.5,95.6518,97.1038,90.2855,96.1973,97.9046
1982.464,95.6465,97.1012,90.2835,96.1993,97.9069
1983.428,95.6403,97.0977,90.2815,96.2051,97.9112
1984.393,95.6334,97.0934,90.2794,96.2152,97.9176
1985.357,95.6261,97.0883,90.2769,96.2294,97.9249
1986.321,95.6193,97.0827,90.274,96.2466,97.9317
1987.285,95.6131,97.0767,90.2704,96.2647,97.9368
1988.25,95.6076,97.0707,90.2661,96.2813,97.9396
1989.214,95.6026,97.065,90.2614,96.294,97.9402
1990.178,95.5977,97.0602,90.257,96.3005,97.9394
1991.142,95.5927,97.0568,90.2532,96.2993,97.938
1992.106,95.5876,97.0552,90.2503,96.29,97.9363
1993.071,95.5828,97.0554,90.2485,96.2732,97.934
1994.035,95.5787,97.0568,90.2474,96.2507,97.9304
1994.999,95.5754,97.0589,90.2466,96.2253,97.925
1995.963,95.5726,97.0608,90.2455,96.1999,97.9179
1996.927,95.5699,97.0621,90.2441,96.1772,97.9101
1997.892,95.5668,97.0624,90.2424,96.1589,97.9027
1998.856,95.5629,97.0619,90.2406,96.1457,97.8969
1999.82,95.5585,97.0609,90.239,96.1372,97.8932
2000.784,95.5539,97.0598,90.2378,96.1322,97.8914
2001.749,95.5495,97.059,90.2369,96.1292,97.8911
2002.713,95.5457,97.0585,90.2363,96.1274,97.8917
2003.677,95.5422,97.0581,90.2357,96.1263,97.893
2004.641,95.5387,97.0577,90.2351,96.1261,97.8956
2005.606,95.5345,97.0571,90.2345,96.127,97.9
2006.57,95.5296,97.0564,90.2339,96.129,97.9063
2007.534,95.5241,97.0554,90.2333,96.132,97.9143
2008.498,95.5183,97.0543,90.2326,96.1352,97.9225
2009.463,95.5127,97.0529,90.2314,96.1381,97.9297
2010.427,95.5077,97.0509,90.2295,96.1409,97.9347
2011.391,95.5032,97.0481,90.2266,96.144,97.937
2012.355,95.4986,97.0442,90.2227,96.1483,97.9372
2013.32,95.4935,97.0393,90.218,96.1542,97.9363
2014.284,95.4878,97.0338,90.213,96.1615,97.9354
2015.248,95.4816,97.0283,90.2082,96.1685,97.9349
2016.212,95.4754,97.0234,90.204,96.173,97.9347
2017.177,95.4697,97.0198,90.2004,96.1727,97.9342
2018.141,95.4647,97.0175,90.1976,96.1665,97.9326
2019.105,95.4602,97.0162,90.1951,96.1549,97.9299
2020.069,95.4558,97.0152,90.1929,96.1396,97.9263
2021.033,95.451,97.0141,90.1906,96.1233,97.9227
2021.998,95.4455,97.0126,90.1883,96.1082,97.9198
2022.962,95.4395,97.0107,90.1859,96.0958,97.9177
2023.926,95.4334,97.0083,90.1836,96.0861,97.9161
2024.89,95.4279,97.0059,90.1811,96.0781,97.9142
2025.854,95.4232,97.0035,90.1785,96.0707,97.9114
2026.819,95.4191,97.0009,90.1757,96.0632,97.9076
2027.783,95.4151,96.9981,90.1725,96.0554,97.9031
2028.747,95.4105,96.9947,90.1689,96.0478,97.8988
2029.711,95.4051,96.9909,90.1651,96.041,97.8953
2030.676,95.3989,96.9867,90.1612,96.0353,97.8927
2031.64,95.3926,96.9824,90.1573,96.0305,97.8907
2032.604,95.3865,96.9783,90.1532,96.0261,97.8883
2033.568,95.381,96.9743,90.149,96.0218,97.8851
2034.533,95.376,96.9705,90.1446,96.0175,97.8808
2035.497,95.3712,96.9665,90.1399,96.0137,97.8759
2036.461,95.366,96.9621,90.135,96.011,97.871
2037.425,95.3602,96.9574,90.1301,96.0098,97.8668
2038.39,95.354,96.9525,90.1253,96.0099,97.8635
2039.354,95.348,96.9478,90.1207,96.0099,97.8606
2040.318,95.3427,96.9437,90.1165,96.0085,97.8574
2041.282,95.3382,96.9404,90.1125,96.0044,97.8535
2042.247,95.3344,96.9377,90.1088,95.9971,97.8488
2043.211,95.3307,96.9356,90.1053,95.9872,97.8438
2044.175,95.3265,96.9336,90.1019,95.976,97.8391
2045.139,95.3214,96.9316,90.0987,95.965,97.8355
2046.104,95.3157,96.9294,90.0956,95.9551,97.8329
2047.068,95.3098,96.9272,90.0927,95.9467,97.831
2048.032,95.3045,96.925,90.0898,95.9393,97.829
2048.996,95.3,96.9229,90.087,95.9324,97.8262
2049.96,95.2963,96.9207,90.084,95.9254,97.8224
2050.925,95.2928,96.9182,90.0809,95.9185,97.818
2051.889,95.289,96.9154,90.0777,95.9119,97.8136
2052.853,95.2843,96.912,90.0744,95.906,97.8099
2053.817,95.2788,96.9083,90.0711,95.9011,97.8068
2054.781,95.2731,96.9047,90.0678,95.8968,97.8041
2055.746,95.2676,96.9012,90.0646,95.8928,97.8011
2056.71,95.2626,96.898,90.0612,95.8886,97.7973
2057.674,95.2582,96.8949,90.0576,95.8843,97.7927
2058.638,95.2537,96.8916,90.0537,95.8804,97.7875
2059.603,95.2488,96.8878,90.0495,95.8774,97.7825
2060.567,95.2432,96.8835,90.0452,95.8759,97.7783
2061.531,95.237,96.8789,90.0408,95.8756,97.775
2062.495,95.2307,96.8745,90.0367,95.8755,97.7723
2063.46,95.2251,96.8707,90.0328,95.8742,97.7694
2064.424,95.2204,96.8679,90.0293,95.8703,97.7658
2065.388,95.2165,96.8659,90.026,95.8633,97.7616
2066.352,95.2127,96.8644,90.023,95.8535,97.757
2067.317,95.2085,96.8631,90.0201,95.8422,97.7528
2068.281,95.2035,96.8614,90.0172,95.8307,97.7492
2069.245,95.1977,96.8592,90.0144,95.8203,97.7466
2070.209,95.1917,96.8565,90.0117,95.8116,97.7444
2071.174,95.1861,96.8536,90.0089,95.8043,97.7419
2072.138,95.1812,96.8506,90.006,95.7978,97.7387
2073.102,95.1769,96.8474,90.0029,95.7915,97.7346
2074.066,95.1728,96.844,89.9995,95.7851,97.73
2075.031,95.1681,96.8403,89.9959,95.7787,97.7257
2075.995,95.1625,96.8363,89.9921,95.7725,97.722
2076.959,95.1561,96.832,89.9884,95.7668,97.7191
2077.923,95.1494,96.8277,89.9847,95.7614,97.7166
2078.887,95.1432,96.8238,89.9811,95.756,97.7139
2079.852,95.1378,96.8204,89.9777,95.7503,97.7106
2080.816,95.1333,96.8173,89.9742,95.7442,97.7065
2081.78,95.129,96.8143,89.9707,95.7378,97.7021
2082.744,95.1243,96.811,89.9672,95.7318,97.6981
2083.708,95.1187,96.8073,89.9636,95.7268,97.6947
2084.673,95.1125,96.8031,89.96,95.7229,97.692
2085.637,95.1059,96.7986,89.9564,95.7199,97.6897
2086.601,95.0997,96.7942,89.9528,95.7171,97.687
2087.565,95.0941,96.79,89.9493,95.7136,97.6835
2088.53,95.0891,96.7859,89.9456,95.7088,97.6793
2089.494,95.0842,96.7819,89.9419,95.7025,97.6746
2090.458,95.0787,96.7778,89.9382,95.695,97.6703
2091.422,95.0723,96.7734,89.9346,95.687,97.6668
2092.387,95.0651,96.7688,89.9311,95.679,97.6643
2093.351,95.0578,96.7643,89.9278,95.6712,97.6623
2094.315,95.0511,96.7603,89.9247,95.6638,97.6602
2095.279,95.0453,96.7567,89.9217,95.6564,97.6575
2096.244,95.0404,96.7536,89.9188,95.6491,97.6541
2097.208,95.0359,96.7506,89.9158,95.6418,97.6503
2098.172,95.031,96.7474,89.9128,95.6348,97.6466
2099.136,95.0255,96.744,89.9097,95.6286,97.6435
2100.101,95.0193,96.7403,89.9067,95.6231,97.6409
2101.065,95.0132,96.7367,89.9038,95.6181,97.6385
2102.029,95.0077,96.7334,89.901,95.6132,97.6358
2102.993,95.0033,96.7307,89.8983,95.608,97.6322
2103.958,94.9998,96.7285,89.8956,95.6024,97.6278
2104.922,94.9967,96.7264,89.8927,95.5963,97.623
2105.886,94.9931,96.724,89.8895,95.5901,97.6183
2106.85,94.9887,96.7212,89.8862,95.5841,97.6142
2107.814,94.9834,96.718,89.8828,95.5786,97.6109
2108.779,94.978,96.7147,89.8795,95.5736,97.608
2109.743,94.9731,96.7116,89.8762,95.569,97.605
2110.707,94.969,96.709,89.873,95.5645,97.6015
2111.671,94.9658,96.7067,89.8698,95.5597,97.5973
2112.635,94.9626,96.7044,89.8665,95.5545,97.5927
2113.6,94.9589,96.7018,89.863,95.5491,97.5883
2114.564,94.954,96.6987,89.8594,95.5434,97.5845
2115.528,94.9481,96.695,89.8557,95.5375,97.5813
2116.492,94.9418,96.6911,89.8521,95.5315,97.5785
2117.457,94.9358,96.6874,89.8485,95.5252,97.5756
2118.421,94.9305,96.6838,89.8451,95.5186,97.5721
2119.385,94.9259,96.6805,89.8416,95.5117,97.568
2120.349,94.9213,96.6771,89.838,95.5048,97.5636
2121.314,94.916,96.6733,89.8342,95.498,97.5593
2122.278,94.9094,96.6689,89.8302,95.4917,97.5556
2123.242,94.902,96.664,89.8261,95.4857,97.5523
2124.206,94.8942,96.6591,89.8221,95.4801,97.5494
2125.171,94.8871,96.6546,89.8183,95.4744,97.5463
2126.135,94.881,96.6507,89.8146,95.4685,97.5426
2127.099,94.876,96.6474,89.811,95.4622,97.5384
2128.063,94.8713,96.6443,89.8074,95.4556,97.5338
2129.028,94.866,96.6408,89.8036,95.449,97.5294
2129.992,94.8597,96.6366,89.7996,95.4427,97.5254
2130.956,94.8525,96.6318,89.7955,95.437,97.5219
2131.92,94.845,96.6268,89.7912,95.4318,97.5186
2132.885,94.8382,96.6219,89.7869,95.4268,97.515
2133.849,94.8325,96.6174,89.7826,95.4218,97.5108
2134.813,94.8279,96.6134,89.7783,95.4163,97.5059
2135.777,94.8235,96.6093,89.7741,95.4103,97.5008
2136.741,94.8185,96.6049,89.7697,95.4037,97.4958
2137.706,94.8123,96.5999,89.7652,95.3968,97.4913
2138.67,94.8049,96.5943,89.7608,95.3897,97.4874
2139.634,94.797,96.5886,89.7564,95.3826,97.4838
2140.598,94.7896,96.5833,89.7522,95.3755,97.4801
2141.563,94.7833,96.5786,89.7483,95.3684,97.4761
2142.527,94.7779,96.5745,89.7444,95.3613,97.4716
2143.491,94.7727,96.5705,89.7405,95.3541,97.4669
2144.455,94.7669,96.566,89.7364,95.347,97.4624
2145.419,94.7597,96.5608,89.7322,95.34,97.4585
2146.384,94.7513,96.5547,89.7278,95.3331,97.455
2147.348,94.7425,96.5484,89.7235,95.3263,97.4518
2148.312,94.7344,96.5424,89.7194,95.3195,97.4484
2149.276,94.7274,96.5371,89.7155,95.3126,97.4447
2150.241,94.7215,96.5325,89.7116,95.3056,97.4406
2151.205,94.7158,96.5283,89.7077,95.2985,97.4365
2152.169,94.7095,96.5239,89.7036,95.2914,97.4325
2153.133,94.7017,96.519,89.6992,95.2845,97.429
2154.098,94.6928,96.5135,89.6946,95.2779,97.4259
2155.062,94.6834,96.508,89.6899,95.2714,97.4229
2156.026,94.6747,96.5028,89.6854,95.2652,97.4196
2156.99,94.6675,96.4985,89.6811,95.2589,97.4158
2157.955,94.6616,96.4948,89.6769,95.2525,97.4115
2158.919,94.6561,96.4913,89.6728,95.246,97.4069
2159.883,94.65,96.4872,89.6685,95.2393,97.4023
2160.847,94.6425,96.4822,89.6639,95.2325,97.3981
2161.812,94.6336,96.4764,89.6592,95.2255,97.3943
2162.776,94.6243,96.4702,89.6544,95.2183,97.3906
2163.74,94.6157,96.4641,89.6497,95.2109,97.3868
2164.704,94.6083,96.4585,89.6449,95.2033,97.3826
2165.668,94.6018,96.453,89.6398,95.1954,97.3779
2166.633,94.5949,96.4468,89.6341,95.187,97.373
2167.597,94.5862,96.4388,89.6275,95.1782,97.368
